match_id,date,patch,tournament,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,blue_win,data_source,red_win
LJL/2026 Season/Spring Series_Week 2_5_2,2026-05-06 09:04:00,26.09,LJL 2026 Spring Series,Rising Gaming,Uwinks,Rising Gaming,"[""Nocturne"", ""Ambessa"", ""Aurora"", ""Nami"", ""Lulu""]","[""Viktor"", ""Varus"", ""Jarvan IV"", ""Caitlyn"", ""Kai'Sa""]","[""Rumble"", ""Vi"", ""Orianna"", ""Yunara"", ""Bard""]","[""Anivia"", ""Pantheon"", ""Syndra"", ""Tristana"", ""Rell""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_4_1,2026-05-06 09:07:00,26.09,Esports World Cup 2026 Online Qualifier: Asia-Pacific,Fukuoka SoftBank HAWKS gaming,MVK Esports,Fukuoka SoftBank HAWKS gaming,"[""Nocturne"", ""Varus"", ""Nautilus"", ""Vayne"", ""Ryze""]","[""Orianna"", ""Jarvan IV"", ""Rumble"", ""Annie"", ""Twisted Fate""]","[""Ezreal"", ""Karma"", ""Xin Zhao"", ""Aurora"", ""Malphite""]","[""Ashe"", ""Seraphine"", ""Trundle"", ""Gnar"", ""Sylas""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_1,2026-05-06 09:09:00,26.09,Esports World Cup 2026 Online Qualifier: Asia-Pacific,CTBC Flying Oyster,Ground Zero Gaming,Ground Zero Gaming,"[""Bard"", ""Pantheon"", ""Nocturne"", ""Orianna"", ""K'Sante""]","[""Rumble"", ""Karma"", ""Jarvan IV"", ""Mel"", ""Cassiopeia""]","[""Ezreal"", ""Xin Zhao"", ""Nautilus"", ""Jayce"", ""Aurora""]","[""Naafiri"", ""Seraphine"", ""Ashe"", ""Ryze"", ""Yorick""]",[],[],0,leaguepedia_cargo_patch_range,1
LCK/2026 Season/Rounds 1-2_Week 6_1_2,2026-05-06 09:12:00,26.09,LCK 2026 Rounds 1-2,Gen.G,Nongshim RedForce,Gen.G,"[""Varus"", ""Bard"", ""Annie"", ""Jayce"", ""Vayne""]","[""Rumble"", ""Orianna"", ""Jarvan IV"", ""Akali"", ""LeBlanc""]","[""Karma"", ""Skarner"", ""Jhin"", ""Gnar"", ""Mel""]","[""Pantheon"", ""Nautilus"", ""Miss Fortune"", ""Azir"", ""Twisted Fate""]",[],[],1,leaguepedia_cargo_patch_range,0
LPL/2026 Season/Split 2_Week 6_1_1,2026-05-06 09:13:00,26.09,LPL 2026 Split 2,Team WE,Invictus Gaming,Team WE,"[""Karma"", ""Varus"", ""Seraphine"", ""Nocturne"", ""Xin Zhao""]","[""Orianna"", ""Rumble"", ""Pantheon"", ""Jhin"", ""Caitlyn""]","[""Jarvan IV"", ""Bard"", ""Cassiopeia"", ""Miss Fortune"", ""Sion""]","[""Ezreal"", ""Ryze"", ""Neeko"", ""Lee Sin"", ""Ambessa""]",[],[],1,leaguepedia_cargo_patch_range,0
LJL/2026 Season/Spring Series_Week 2_5_3,2026-05-06 09:52:00,26.09,LJL 2026 Spring Series,Rising Gaming,Uwinks,Rising Gaming,"[""Gwen"", ""Ambessa"", ""Vayne"", ""Gragas"", ""Kennen""]","[""Viktor"", ""Varus"", ""Jarvan IV"", ""Annie"", ""Akali""]","[""Caitlyn"", ""Sion"", ""Nami"", ""Azir"", ""Xin Zhao""]","[""Neeko"", ""Nocturne"", ""Kai'Sa"", ""Zaahen"", ""Aurora""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_4_2,2026-05-06 09:58:00,26.09,Esports World Cup 2026 Online Qualifier: Asia-Pacific,Fukuoka SoftBank HAWKS gaming,MVK Esports,Fukuoka SoftBank HAWKS gaming,"[""Nocturne"", ""Varus"", ""Nautilus"", ""Vayne"", ""Gwen""]","[""Orianna"", ""Jarvan IV"", ""Rumble"", ""Akali"", ""Ryze""]","[""Lee Sin"", ""Caitlyn"", ""Lux"", ""Cassiopeia"", ""Sion""]","[""Lucian"", ""Milio"", ""Naafiri"", ""Annie"", ""Twisted Fate""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_2,2026-05-06 10:08:00,26.09,Esports World Cup 2026 Online Qualifier: Asia-Pacific,Ground Zero Gaming,CTBC Flying Oyster,CTBC Flying Oyster,"[""Lucian"", ""Nocturne"", ""Karma"", ""Caitlyn"", ""Corki""]","[""Pantheon"", ""Varus"", ""Bard"", ""Akali"", ""Vi""]","[""Rumble"", ""Yunara"", ""Lulu"", ""Skarner"", ""Viktor""]","[""Jarvan IV"", ""K'Sante"", ""Orianna"", ""Rell"", ""Samira""]",[],[],0,leaguepedia_cargo_patch_range,1
LPL/2026 Season/Split 2_Week 6_1_2,2026-05-06 10:10:00,26.09,LPL 2026 Split 2,Team WE,Invictus Gaming,Invictus Gaming,"[""Karma"", ""Seraphine"", ""Varus"", ""Lucian"", ""Rakan""]","[""Orianna"", ""Rumble"", ""Annie"", ""Xayah"", ""Caitlyn""]","[""Nocturne"", ""Sylas"", ""Jayce"", ""Yunara"", ""Lulu""]","[""Ahri"", ""Vi"", ""Yorick"", ""Nami"", ""Corki""]",[],[],0,leaguepedia_cargo_patch_range,1
LCK/2026 Season/Rounds 1-2_Week 6_2_1,2026-05-06 10:34:00,26.09,LCK 2026 Rounds 1-2,DN SOOPers,Hanwha Life Esports,Hanwha Life Esports,"[""Varus"", ""Ryze"", ""Jarvan IV"", ""Jayce"", ""Annie""]","[""Rumble"", ""Orianna"", ""Ezreal"", ""Akali"", ""Azir""]","[""Pantheon"", ""Karma"", ""Jhin"", ""Ahri"", ""Renekton""]","[""Bard"", ""Caitlyn"", ""Xin Zhao"", ""Aurora"", ""Gnar""]",[],[],0,leaguepedia_cargo_patch_range,1
LJL/2026 Season/Spring Series_Week 2_6_1,2026-05-06 10:56:00,26.09,LJL 2026 Spring Series,Arneb,RAYN Clocks,Arneb,"[""Neeko"", ""Rumble"", ""Xin Zhao"", ""Nautilus"", ""Leona""]","[""Orianna"", ""Viktor"", ""Ryze"", ""Karma"", ""Aurora""]","[""Sion"", ""Pantheon"", ""Ezreal"", ""Smolder"", ""Bard""]","[""Gwen"", ""Jarvan IV"", ""Kai'Sa"", ""Galio"", ""Hwei""]",[],[],1,leaguepedia_cargo_patch_range,0
LPL/2026 Season/Split 2_Week 6_1_3,2026-05-06 10:59:00,26.09,LPL 2026 Split 2,Team WE,Invictus Gaming,Team WE,"[""Seraphine"", ""Karma"", ""Rumble"", ""Nautilus"", ""Caitlyn""]","[""Orianna"", ""Milio"", ""Varus"", ""Jhin"", ""Ashe""]","[""Annie"", ""Xin Zhao"", ""Renekton"", ""Kai'Sa"", ""Alistar""]","[""Akali"", ""Pantheon"", ""K'Sante"", ""Sivir"", ""Braum""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_3,2026-05-06 11:00:00,26.09,Esports World Cup 2026 Online Qualifier: Asia-Pacific,CTBC Flying Oyster,Ground Zero Gaming,CTBC Flying Oyster,"[""Ambessa"", ""Bard"", ""Varus"", ""Caitlyn"", ""Akali""]","[""Lucian"", ""Karma"", ""Renekton"", ""Alistar"", ""Xayah""]","[""Pantheon"", ""Annie"", ""Gnar"", ""Kai'Sa"", ""Amumu""]","[""Nocturne"", ""Neeko"", ""Vayne"", ""Twisted Fate"", ""Jhin""]",[],[],1,leaguepedia_cargo_patch_range,0
LCK/2026 Season/Rounds 1-2_Week 6_2_2,2026-05-06 11:22:00,26.09,LCK 2026 Rounds 1-2,Hanwha Life Esports,DN SOOPers,Hanwha Life Esports,"[""Varus"", ""Vi"", ""Lee Sin"", ""Miss Fortune"", ""Yorick""]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Cassiopeia"", ""Anivia""]","[""Nocturne"", ""Lucian"", ""Milio"", ""Twisted Fate"", ""Jayce""]","[""Ryze"", ""Naafiri"", ""Nautilus"", ""Senna"", ""K'Sante""]",[],[],1,leaguepedia_cargo_patch_range,0
LJL/2026 Season/Spring Series_Week 2_6_2,2026-05-06 11:58:00,26.09,LJL 2026 Spring Series,RAYN Clocks,Arneb,Arneb,"[""Ornn"", ""Malphite"", ""Seraphine"", ""Sivir"", ""K'Sante""]","[""Rumble"", ""Neeko"", ""Lulu"", ""Gnar"", ""Olaf""]","[""Nocturne"", ""Viktor"", ""Nautilus"", ""Aatrox"", ""Varus""]","[""Naafiri"", ""Orianna"", ""Rell"", ""Skarner"", ""Jhin""]",[],[],0,leaguepedia_cargo_patch_range,1
LPL/2026 Season/Split 2_Week 6_2_1,2026-05-06 12:08:00,26.09,LPL 2026 Split 2,JD Gaming,Top Esports,JD Gaming,"[""Ezreal"", ""Karma"", ""Seraphine"", ""Jax"", ""Naafiri""]","[""Orianna"", ""Rumble"", ""Annie"", ""Lucian"", ""Nautilus""]","[""Varus"", ""Azir"", ""Pantheon"", ""Corki"", ""Pyke""]","[""Jarvan IV"", ""Jhin"", ""Bard"", ""Ryze"", ""Olaf""]",[],[],1,leaguepedia_cargo_patch_range,0
LPL/2026 Season/Split 2_Week 6_2_2,2026-05-06 12:59:00,26.09,LPL 2026 Split 2,JD Gaming,Top Esports,Top Esports,"[""Karma"", ""Seraphine"", ""Nocturne"", ""Naafiri"", ""Xin Zhao""]","[""Orianna"", ""Rumble"", ""Akali"", ""Lucian"", ""Lulu""]","[""Vi"", ""Jayce"", ""Ahri"", ""Alistar"", ""Miss Fortune""]","[""Ezreal"", ""Annie"", ""Sion"", ""Neeko"", ""Wukong""]",[],[],0,leaguepedia_cargo_patch_range,1
Hellenic Legends League/2026 Season/Spring Split_Week 6_3_1,2026-05-06 13:13:00,26.09,HLL 2026 Spring,Gamespace Mediterranean College Esports,WLGaming Esports,WLGaming Esports,"[""Pantheon"", ""Orianna"", ""Karma"", ""Ryze"", ""Zoe""]","[""Ekko"", ""Jarvan IV"", ""Rumble"", ""Kassadin"", ""Akali""]","[""Varus"", ""Zaahen"", ""Neeko"", ""Annie"", ""Renekton""]","[""Ezreal"", ""Xin Zhao"", ""Bard"", ""Aurora"", ""Syndra""]",[],[],0,leaguepedia_cargo_patch_range,1
LPL/2026 Season/Split 2_Week 6_2_3,2026-05-06 13:47:00,26.09,LPL 2026 Split 2,JD Gaming,Top Esports,JD Gaming,"[""Karma"", ""Nocturne"", ""Naafiri"", ""Twisted Fate"", ""Vayne""]","[""Orianna"", ""Rumble"", ""Akali"", ""LeBlanc"", ""Aurora""]","[""Seraphine"", ""Yunara"", ""Xin Zhao"", ""Viktor"", ""Renekton""]","[""Ashe"", ""Lulu"", ""Trundle"", ""Cassiopeia"", ""Gnar""]",[],[],1,leaguepedia_cargo_patch_range,0
Hellenic Legends League/2026 Season/Spring Split_Week 6_3_2,2026-05-06 14:09:00,26.09,HLL 2026 Spring,WLGaming Esports,Gamespace Mediterranean College Esports,WLGaming Esports,"[""Ekko"", ""Caitlyn"", ""Nautilus"", ""Kassadin"", ""Akali""]","[""Orianna"", ""Pantheon"", ""Karma"", ""Aphelios"", ""Kog'Maw""]","[""Jarvan IV"", ""Lulu"", ""Rumble"", ""Zeri"", ""Ryze""]","[""Wukong"", ""Yunara"", ""Ornn"", ""Rakan"", ""Azir""]",[],[],1,leaguepedia_cargo_patch_range,0
Hitpoint Masters/2026 Season/Spring Split_Week 3_3_1,2026-05-06 14:15:00,26.09,Hitpoint Masters 2026 Spring,CITA Kaizen,Nightbirds,Nightbirds,"[""Nautilus"", ""Varus"", ""Orianna"", ""Bard"", ""Vayne""]","[""Karma"", ""Rumble"", ""Vi"", ""Galio"", ""Sion""]","[""Pantheon"", ""Yunara"", ""Lulu"", ""Aurelion Sol"", ""K'Sante""]","[""Ezreal"", ""Jarvan IV"", ""Ryze"", ""Nami"", ""Gnar""]",[],[],0,leaguepedia_cargo_patch_range,1
TCL/2026 Season/Spring Split_Week 5_3_1,2026-05-06 14:30:00,26.09,TCL 2026 Spring,SU Esports,Team Phoenix (Turkish Team),SU Esports,"[""Bard"", ""Ezreal"", ""Nautilus"", ""Akali"", ""Aurora""]","[""Pantheon"", ""Nocturne"", ""Vi"", ""Gwen"", ""Aatrox""]","[""Orianna"", ""Ashe"", ""Seraphine"", ""Xin Zhao"", ""Sion""]","[""Jarvan IV"", ""Neeko"", ""Mel"", ""Jhin"", ""Cho'Gath""]",[],[],1,leaguepedia_cargo_patch_range,0
Hellenic Legends League/2026 Season/Spring Split_Week 6_4_1,2026-05-06 15:09:00,26.09,HLL 2026 Spring,ALMO Players,Team Insidious,ALMO Players,"[""Rumble"", ""Jarvan IV"", ""Seraphine"", ""Braum"", ""Sion""]","[""Cassiopeia"", ""Pantheon"", ""Corki"", ""Akali"", ""Aurora""]","[""Nocturne"", ""Kai'Sa"", ""Nautilus"", ""Sylas"", ""Urgot""]","[""Ezreal"", ""Vi"", ""Orianna"", ""Alistar"", ""K'Sante""]",[],[],1,leaguepedia_cargo_patch_range,0
Hitpoint Masters/2026 Season/Spring Split_Week 3_3_2,2026-05-06 15:09:00,26.09,Hitpoint Masters 2026 Spring,Nightbirds,CITA Kaizen,CITA Kaizen,"[""Ashe"", ""Nautilus"", ""Xin Zhao"", ""Bard"", ""Caitlyn""]","[""Orianna"", ""Karma"", ""Nocturne"", ""Sivir"", ""Xayah""]","[""Rumble"", ""Zaahen"", ""Aurora"", ""Lucian"", ""Milio""]","[""Galio"", ""Vi"", ""Ahri"", ""Varus"", ""Neeko""]",[],[],0,leaguepedia_cargo_patch_range,1
Rift Legends/2026 Season/Spring Split_Week 5_3_1,2026-05-06 15:14:00,26.09,Rift Legends 2026 Spring,devils.one inStreamly,GLORE,devils.one inStreamly,"[""Wukong"", ""Nautilus"", ""Orianna"", ""Ryze"", ""Vayne""]","[""Olaf"", ""Aurora"", ""Karma"", ""Taliyah"", ""Renekton""]","[""Ezreal"", ""Pantheon"", ""Nami"", ""Ahri"", ""K'Sante""]","[""Smolder"", ""Xin Zhao"", ""Bard"", ""Azir"", ""Gnar""]",[],[],1,leaguepedia_cargo_patch_range,0
Prime League 1st Division/2026 Season/Spring Split_Week 6_3_1,2026-05-06 15:15:00,26.09,PRM 1st Division 2026 Spring,G2 NORD,VfB eSports,G2 NORD,"[""Shen"", ""Pyke"", ""Ezreal"", ""Jayce"", ""Sion""]","[""Pantheon"", ""Orianna"", ""Karma"", ""Taliyah"", ""Azir""]","[""Jarvan IV"", ""Ashe"", ""Seraphine"", ""Rumble"", ""Ryze""]","[""Naafiri"", ""Lucian"", ""Milio"", ""Aurora"", ""Ornn""]",[],[],1,leaguepedia_cargo_patch_range,0
LES/2026 Season/Spring Split_Week 5_1_1,2026-05-06 15:16:00,26.09,LES 2026 Spring,LUA Gaming,Falke Esports,LUA Gaming,"[""Anivia"", ""Jayce"", ""Jarvan IV"", ""Braum"", ""Neeko""]","[""Bard"", ""Ryze"", ""Karma"", ""Leona"", ""Sion""]","[""Orianna"", ""Pantheon"", ""Kai'Sa"", ""Rumble"", ""Alistar""]","[""Ezreal"", ""Nocturne"", ""Akali"", ""Nautilus"", ""Aurora""]",[],[],1,leaguepedia_cargo_patch_range,0
TCL/2026 Season/Spring Split_Week 5_3_2,2026-05-06 15:16:00,26.09,TCL 2026 Spring,SU Esports,Team Phoenix (Turkish Team),SU Esports,"[""Bard"", ""Ezreal"", ""Nautilus"", ""LeBlanc"", ""Akali""]","[""Nocturne"", ""Pantheon"", ""Ryze"", ""Aurora"", ""Gwen""]","[""Karma"", ""Vi"", ""Sivir"", ""Syndra"", ""Rumble""]","[""Aatrox"", ""Varus"", ""Alistar"", ""Viktor"", ""Tristana""]",[],[],1,leaguepedia_cargo_patch_range,0
Hitpoint Masters/2026 Season/Spring Split_Week 3_3_3,2026-05-06 16:04:00,26.09,Hitpoint Masters 2026 Spring,Nightbirds,CITA Kaizen,Nightbirds,"[""Nautilus"", ""Ashe"", ""LeBlanc"", ""Akali"", ""Sivir""]","[""Orianna"", ""Karma"", ""Azir"", ""Vayne"", ""Gwen""]","[""Viktor"", ""Skarner"", ""Jhin"", ""Aatrox"", ""Rell""]","[""Bard"", ""Xin Zhao"", ""Sion"", ""Syndra"", ""Smolder""]",[],[],1,leaguepedia_cargo_patch_range,0
Prime League 1st Division/2026 Season/Spring Split_Week 6_3_2,2026-05-06 16:04:00,26.09,PRM 1st Division 2026 Spring,G2 NORD,VfB eSports,G2 NORD,"[""Shen"", ""Pyke"", ""Sivir"", ""Jhin"", ""Miss Fortune""]","[""Pantheon"", ""Orianna"", ""Ezreal"", ""Syndra"", ""Viktor""]","[""Bard"", ""Varus"", ""Xin Zhao"", ""K'Sante"", ""Anivia""]","[""Nautilus"", ""Lee Sin"", ""Annie"", ""Ziggs"", ""Yasuo""]",[],[],1,leaguepedia_cargo_patch_range,0
Arabian League/2026 Season/Spring Split_Last Stand_5_1,2026-05-06 16:07:00,26.09,Arabian League 2026 Spring,3BL Esports,JSK Esports,3BL Esports,"[""Skarner"", ""Dr. Mundo"", ""Nocturne"", ""Ambessa"", ""Gnar""]","[""Rell"", ""Nautilus"", ""Viktor"", ""Orianna"", ""LeBlanc""]","[""Xin Zhao"", ""Caitlyn"", ""Bard"", ""Syndra"", ""Ornn""]","[""Ashe"", ""Seraphine"", ""Wukong"", ""Ryze"", ""Aatrox""]",[],[],1,leaguepedia_cargo_patch_range,0
LES/2026 Season/Spring Split_Week 5_1_2,2026-05-06 16:07:00,26.09,LES 2026 Spring,LUA Gaming,Falke Esports,Falke Esports,"[""Anivia"", ""Jayce"", ""Xin Zhao"", ""Gnar"", ""LeBlanc""]","[""Bard"", ""Ryze"", ""Jax"", ""Sion"", ""K'Sante""]","[""Varus"", ""Wukong"", ""Ahri"", ""Yunara"", ""Lulu""]","[""Renekton"", ""Jarvan IV"", ""Mel"", ""Ashe"", ""Seraphine""]",[],[],0,leaguepedia_cargo_patch_range,1
LFL/2026 Season/Spring Playoffs_Round 1_1_1,2026-05-06 16:07:00,26.09,LFL 2026 Spring Playoffs,Esprit Shōnen,TLN Pirates,TLN Pirates,"[""Caitlyn"", ""Ashe"", ""Pantheon"", ""Ahri"", ""Sylas""]","[""Orianna"", ""Varus"", ""Jarvan IV"", ""Ryze"", ""Syndra""]","[""Ezreal"", ""Nocturne"", ""Nami"", ""Azir"", ""Gnar""]","[""Karma"", ""Xin Zhao"", ""Yunara"", ""Anivia"", ""Sion""]",[],[],0,leaguepedia_cargo_patch_range,1
Hellenic Legends League/2026 Season/Spring Split_Week 6_4_2,2026-05-06 16:09:00,26.09,HLL 2026 Spring,Team Insidious,ALMO Players,Team Insidious,"[""Cassiopeia"", ""Corki"", ""Xin Zhao"", ""Kled"", ""Aatrox""]","[""Rumble"", ""Karma"", ""Seraphine"", ""Zed"", ""Ryze""]","[""Pantheon"", ""Caitlyn"", ""Bard"", ""Syndra"", ""Jayce""]","[""Yunara"", ""Lulu"", ""Skarner"", ""Aurora"", ""Malphite""]",[],[],1,leaguepedia_cargo_patch_range,0
Rift Legends/2026 Season/Spring Split_Week 5_3_2,2026-05-06 16:13:00,26.09,Rift Legends 2026 Spring,devils.one inStreamly,GLORE,devils.one inStreamly,"[""Nautilus"", ""Wukong"", ""Jarvan IV"", ""Vayne"", ""Vi""]","[""Olaf"", ""Aurora"", ""Orianna"", ""Naafiri"", ""Skarner""]","[""Karma"", ""Ryze"", ""Jhin"", ""Nocturne"", ""Ornn""]","[""Seraphine"", ""Ashe"", ""Anivia"", ""Rek'Sai"", ""Zaahen""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports Balkan League/2026 Season/Spring Playoffs_Round 1_1_1,2026-05-06 16:15:00,26.09,EBL 2026 Spring Playoffs,TQ DURPA KASHLQ,Partizan Sangal,Partizan Sangal,"[""Ambessa"", ""Rumble"", ""Nautilus"", ""Pantheon"", ""Vi""]","[""Orianna"", ""Olaf"", ""Naafiri"", ""Anivia"", ""Aurora""]","[""Xin Zhao"", ""Ezreal"", ""Karma"", ""Zaahen"", ""Syndra""]","[""Ashe"", ""Seraphine"", ""Ryze"", ""Nocturne"", ""Vayne""]",[],[],0,leaguepedia_cargo_patch_range,1
TCL/2026 Season/Spring Split_Week 5_4_1,2026-05-06 16:15:00,26.09,TCL 2026 Spring,Ozarox Esports,BoostGate Esports,Ozarox Esports,"[""Nautilus"", ""Nocturne"", ""Orianna""]","[""Karma"", ""Xin Zhao"", ""Ezreal"", ""Sion"", ""Ornn""]","[""Ashe"", ""Pantheon"", ""Seraphine"", ""Akali"", ""Ambessa""]","[""Jarvan IV"", ""Lucian"", ""Milio"", ""Rumble"", ""Jayce""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports Balkan League/2026 Season/Spring Playoffs_Round 1_1_2,2026-05-06 16:57:00,26.09,EBL 2026 Spring Playoffs,Partizan Sangal,TQ DURPA KASHLQ,Partizan Sangal,"[""Olaf"", ""Naafiri"", ""Nautilus"", ""Aurora"", ""Malphite""]","[""Rumble"", ""Ambessa"", ""Orianna"", ""Akali"", ""Zoe""]","[""Lucian"", ""Pantheon"", ""Milio"", ""Twisted Fate"", ""Jayce""]","[""Draven"", ""Nami"", ""Wukong"", ""Anivia"", ""Vladimir""]",[],[],1,leaguepedia_cargo_patch_range,0
Prime League 1st Division/2026 Season/Spring Split_Week 6_4_1,2026-05-06 16:59:00,26.09,PRM 1st Division 2026 Spring,ROSSMANN Centaurs,TeamOrangeGaming,TeamOrangeGaming,"[""Azir"", ""Xin Zhao"", ""Gnar"", ""Cassiopeia"", ""Anivia""]","[""Orianna"", ""Pantheon"", ""Naafiri"", ""Wukong"", ""Vi""]","[""Ryze"", ""Corki"", ""Nami"", ""Lee Sin"", ""Ornn""]","[""Ezreal"", ""Jarvan IV"", ""Karma"", ""Syndra"", ""Aatrox""]",[],[],0,leaguepedia_cargo_patch_range,1
LFL/2026 Season/Spring Playoffs_Round 1_1_2,2026-05-06 17:00:00,26.09,LFL 2026 Spring Playoffs,TLN Pirates,Esprit Shōnen,TLN Pirates,"[""Varus"", ""Jarvan IV"", ""Ryze"", ""Ahri"", ""Kai'Sa""]","[""Orianna"", ""Ashe"", ""Caitlyn"", ""Ornn"", ""Aurora""]","[""Pantheon"", ""Lucian"", ""Milio"", ""K'Sante"", ""Viktor""]","[""Rumble"", ""Vi"", ""Nautilus"", ""Jhin"", ""Yone""]",[],[],1,leaguepedia_cargo_patch_range,0
Arabian League/2026 Season/Spring Split_Last Stand_5_2,2026-05-06 17:03:00,26.09,Arabian League 2026 Spring,3BL Esports,JSK Esports,JSK Esports,"[""Skarner"", ""Nocturne"", ""Ezreal"", ""Corki"", ""Lucian""]","[""Rell"", ""Nautilus"", ""Jarvan IV"", ""Varus"", ""Aphelios""]","[""Karma"", ""Akali"", ""Rek'Sai"", ""Smolder"", ""Zaahen""]","[""Viktor"", ""Nami"", ""Dr. Mundo"", ""Yunara"", ""Jax""]",[],[],0,leaguepedia_cargo_patch_range,1
LES/2026 Season/Spring Split_Week 5_1_3,2026-05-06 17:04:00,26.09,LES 2026 Spring,Falke Esports,LUA Gaming,LUA Gaming,"[""Ryze"", ""Caitlyn"", ""Xin Zhao"", ""Gwen"", ""Ambessa""]","[""Anivia"", ""Jayce"", ""Bard"", ""Sion"", ""K'Sante""]","[""Ornn"", ""Naafiri"", ""Taliyah"", ""Lucian"", ""Milio""]","[""Shen"", ""Vi"", ""Viktor"", ""Kalista"", ""Renata Glasc""]",[],[],0,leaguepedia_cargo_patch_range,1
Hitpoint Masters/2026 Season/Spring Split_Week 3_4_1,2026-05-06 17:07:00,26.09,Hitpoint Masters 2026 Spring,Onion Team,BRUTE,Onion Team,"[""Pyke"", ""Bard"", ""Xin Zhao"", ""Renekton"", ""Aatrox""]","[""Seraphine"", ""Orianna"", ""Vi"", ""Varus"", ""Kog'Maw""]","[""Ezreal"", ""Rakan"", ""Naafiri"", ""Jayce"", ""Ahri""]","[""Karma"", ""Jarvan IV"", ""Vayne"", ""Gnar"", ""Syndra""]",[],[],1,leaguepedia_cargo_patch_range,0
Benelux Ascend Series/2026 Season/Spring Split_Week 6_1_1,2026-05-06 17:10:00,26.09,Benelux Ascend Series 2026 Spring,SNOOZE Esports,TAKA ASCEND,TAKA ASCEND,"[""Ambessa"", ""Caitlyn"", ""Syndra"", ""Ahri"", ""Renekton""]","[""Rumble"", ""Varus"", ""Seraphine"", ""Rakan"", ""Neeko""]","[""Ezreal"", ""Cho'Gath"", ""Ryze"", ""Nami"", ""Gnar""]","[""Karma"", ""Xin Zhao"", ""Kai'Sa"", ""Viktor"", ""Ornn""]",[],[],0,leaguepedia_cargo_patch_range,1
TCL/2026 Season/Spring Split_Week 5_4_2,2026-05-06 17:10:00,26.09,TCL 2026 Spring,Ozarox Esports,BoostGate Esports,Ozarox Esports,"[""Nautilus"", ""Nocturne"", ""Caitlyn"", ""Kog'Maw"", ""Mel""]","[""Karma"", ""Xin Zhao"", ""Orianna"", ""Vi"", ""Wukong""]","[""Ryze"", ""Kalista"", ""Renata Glasc"", ""Sejuani"", ""Renekton""]","[""Naafiri"", ""Jhin"", ""Bard"", ""Aurelion Sol"", ""Sion""]",[],[],1,leaguepedia_cargo_patch_range,0
Rift Legends/2026 Season/Spring Split_Week 5_4_1,2026-05-06 17:22:00,26.09,Rift Legends 2026 Spring,Barcząca Esports,Bomba Team,Bomba Team,"[""Nautilus"", ""Varus"", ""Aurora"", ""Yasuo"", ""Xin Zhao""]","[""Orianna"", ""Karma"", ""Pantheon"", ""Seraphine"", ""Yunara""]","[""Jarvan IV"", ""Sion"", ""Ryze"", ""Caitlyn"", ""Bard""]","[""Ezreal"", ""Rumble"", ""Anivia"", ""Wukong"", ""Rell""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports Balkan League/2026 Season/Spring Playoffs_Round 1_2_1,2026-05-06 17:46:00,26.09,EBL 2026 Spring Playoffs,Lenovo Legion Honvéd,SPIKE Syndicate,Lenovo Legion Honvéd,"[""Azir"", ""Caitlyn"", ""Naafiri"", ""Orianna"", ""Aurora""]","[""Sion"", ""Bard"", ""Rumble"", ""Gwen"", ""Gnar""]","[""Ambessa"", ""Nautilus"", ""Ezreal"", ""Renekton"", ""Hwei""]","[""Karma"", ""Xin Zhao"", ""Yunara"", ""K'Sante"", ""Ryze""]",[],[],1,leaguepedia_cargo_patch_range,0
LFL/2026 Season/Spring Playoffs_Round 1_2_1,2026-05-06 17:51:00,26.09,LFL 2026 Spring Playoffs,Karmine Corp Blue,Ici Japon Corp. Esport,Karmine Corp Blue,"[""Ashe"", ""Jarvan IV"", ""Caitlyn"", ""Xin Zhao"", ""Nocturne""]","[""Orianna"", ""Ryze"", ""Ezreal"", ""Ahri"", ""LeBlanc""]","[""Pantheon"", ""Jhin"", ""Bard"", ""K'Sante"", ""Taliyah""]","[""Yunara"", ""Rumble"", ""Nautilus"", ""Aurora"", ""Skarner""]",[],[],1,leaguepedia_cargo_patch_range,0
Arabian League/2026 Season/Spring Split_Last Stand_5_3,2026-05-06 17:54:00,26.09,Arabian League 2026 Spring,3BL Esports,JSK Esports,3BL Esports,"[""Skarner"", ""Pantheon"", ""LeBlanc"", ""Lulu"", ""Xayah""]","[""Rell"", ""Nautilus"", ""Aurora"", ""Ahri"", ""Hwei""]","[""Nocturne"", ""Neeko"", ""Sion"", ""Kai'Sa"", ""Anivia""]","[""Orianna"", ""Naafiri"", ""K'Sante"", ""Ezreal"", ""Leona""]",[],[],1,leaguepedia_cargo_patch_range,0
