match_id,date,patch,tournament,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,blue_win,data_source,red_win
Hitpoint Masters/2026 Season/Spring Split_Week 3_4_2,2026-05-06 17:54:00,26.09,Hitpoint Masters 2026 Spring,BRUTE,Onion Team,BRUTE,"[""Viego"", ""Varus"", ""Vi"", ""Kog'Maw"", ""Anivia""]","[""Pyke"", ""Bard"", ""Orianna"", ""Caitlyn"", ""Kai'Sa""]","[""Xin Zhao"", ""Ornn"", ""Nautilus"", ""Kalista"", ""Kassadin""]","[""Seraphine"", ""Rumble"", ""Sivir"", ""Sett"", ""Cho'Gath""]",[],[],1,leaguepedia_cargo_patch_range,0
LES/2026 Season/Spring Split_Week 5_2_1,2026-05-06 17:58:00,26.09,LES 2026 Spring,Barça eSports,GIANTX iTero,Barça eSports,"[""Shen"", ""Karma"", ""Bard"", ""Kai'Sa"", ""Smolder""]","[""Lux"", ""Pantheon"", ""Nocturne"", ""Lee Sin"", ""Wukong""]","[""Orianna"", ""Ezreal"", ""Nami"", ""Vi"", ""Rumble""]","[""Viktor"", ""Jarvan IV"", ""Nautilus"", ""Senna"", ""Aurora""]",[],[],1,leaguepedia_cargo_patch_range,0
Prime League 1st Division/2026 Season/Spring Split_Week 6_4_2,2026-05-06 18:02:00,26.09,PRM 1st Division 2026 Spring,TeamOrangeGaming,ROSSMANN Centaurs,TeamOrangeGaming,"[""Naafiri"", ""Pantheon"", ""Nautilus"", ""Aurora"", ""Annie""]","[""Orianna"", ""Azir"", ""Xin Zhao"", ""Bard"", ""Lulu""]","[""Yunara"", ""Gnar"", ""Skarner"", ""Pyke"", ""Viktor""]","[""Lucian"", ""Vi"", ""Milio"", ""K'Sante"", ""Ahri""]",[],[],1,leaguepedia_cargo_patch_range,0
Benelux Ascend Series/2026 Season/Spring Split_Week 6_2_1,2026-05-06 18:09:00,26.09,Benelux Ascend Series 2026 Spring,Frost Tails,FUSE,FUSE,"[""Seraphine"", ""Viktor"", ""Karma"", ""Gnar"", ""Ornn""]","[""Ambessa"", ""Xin Zhao"", ""Orianna"", ""Nautilus"", ""Leona""]","[""Yunara"", ""Jarvan IV"", ""Annie"", ""Cho'Gath"", ""Rell""]","[""Ryze"", ""Aphelios"", ""Lulu"", ""Naafiri"", ""Dr. Mundo""]",[],[],0,leaguepedia_cargo_patch_range,1
Benelux Ascend Series/2026 Season/Spring Split_Week 6_1_2,2026-05-06 18:23:00,26.09,Benelux Ascend Series 2026 Spring,SNOOZE Esports,TAKA ASCEND,SNOOZE Esports,"[""Ambessa"", ""Caitlyn"", ""Pantheon"", ""Ashe"", ""Sivir""]","[""Rumble"", ""Graves"", ""Seraphine"", ""Vayne"", ""Varus""]","[""Ahri"", ""Yunara"", ""Lillia"", ""Dr. Mundo"", ""Braum""]","[""Taliyah"", ""Wukong"", ""Lulu"", ""K'Sante"", ""Zeri""]",[],[],1,leaguepedia_cargo_patch_range,0
Rift Legends/2026 Season/Spring Split_Week 5_4_2,2026-05-06 18:23:00,26.09,Rift Legends 2026 Spring,Barcząca Esports,Bomba Team,Barcząca Esports,"[""Nautilus"", ""Varus"", ""Aurora"", ""K'Sante"", ""Ahri""]","[""Orianna"", ""Karma"", ""Pantheon"", ""Mel"", ""Ornn""]","[""Ashe"", ""Aatrox"", ""Lulu"", ""Yorick"", ""Annie""]","[""Xin Zhao"", ""Seraphine"", ""Senna"", ""Jayce"", ""Gwen""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports Balkan League/2026 Season/Spring Playoffs_Round 1_2_2,2026-05-06 18:36:00,26.09,EBL 2026 Spring Playoffs,Lenovo Legion Honvéd,SPIKE Syndicate,SPIKE Syndicate,"[""Azir"", ""Caitlyn"", ""Orianna"", ""Aurora"", ""Ahri""]","[""Sion"", ""Bard"", ""Rumble"", ""Jarvan IV"", ""Ornn""]","[""Naafiri"", ""Miss Fortune"", ""Rell"", ""Gnar"", ""Xerath""]","[""Ashe"", ""Seraphine"", ""Wukong"", ""Viktor"", ""Malphite""]",[],[],0,leaguepedia_cargo_patch_range,1
LFL/2026 Season/Spring Playoffs_Round 1_2_2,2026-05-06 18:38:00,26.09,LFL 2026 Spring Playoffs,Ici Japon Corp. Esport,Karmine Corp Blue,Karmine Corp Blue,"[""Ezreal"", ""Azir"", ""Anivia"", ""Ahri"", ""LeBlanc""]","[""Orianna"", ""Ashe"", ""Caitlyn"", ""Lucian"", ""Zeri""]","[""Ryze"", ""Nocturne"", ""Sion"", ""Corki"", ""Nami""]","[""Jarvan IV"", ""Varus"", ""Aatrox"", ""Viktor"", ""Alistar""]",[],[],0,leaguepedia_cargo_patch_range,1
Hitpoint Masters/2026 Season/Spring Split_Week 3_4_3,2026-05-06 18:42:00,26.09,Hitpoint Masters 2026 Spring,BRUTE,Onion Team,Onion Team,"[""Viego"", ""Varus"", ""Vi"", ""Xerath"", ""Anivia""]","[""Pyke"", ""Bard"", ""Orianna"", ""Malphite"", ""K'Sante""]","[""Pantheon"", ""Lulu"", ""Yasuo"", ""Azir"", ""Maokai""]","[""Yunara"", ""Wukong"", ""Soraka"", ""Sion"", ""Kog'Maw""]",[],[],0,leaguepedia_cargo_patch_range,1
LES/2026 Season/Spring Split_Week 5_2_2,2026-05-06 18:59:00,26.09,LES 2026 Spring,GIANTX iTero,Barça eSports,Barça eSports,"[""Lux"", ""Pantheon"", ""Yunara"", ""Syndra"", ""Taliyah""]","[""Shen"", ""Karma"", ""Seraphine"", ""Anivia"", ""Azir""]","[""Kennen"", ""Trundle"", ""Annie"", ""Lucian"", ""Milio""]","[""Renekton"", ""Aatrox"", ""Hwei"", ""Caitlyn"", ""Bard""]",[],[],0,leaguepedia_cargo_patch_range,1
Arabian League/2026 Season/Spring Split_Last Stand_6_1,2026-05-06 19:11:00,26.09,Arabian League 2026 Spring,One More Esports,GnG Amazigh,GnG Amazigh,"[""Kai'Sa"", ""Sivir"", ""Corki"", ""Nocturne"", ""Sion""]","[""Jarvan IV"", ""Seraphine"", ""Varus"", ""Gnar"", ""Dr. Mundo""]","[""Orianna"", ""Yunara"", ""Lulu"", ""Jayce"", ""Wukong""]","[""Ezreal"", ""Karma"", ""Akali"", ""Xin Zhao"", ""K'Sante""]",[],[],0,leaguepedia_cargo_patch_range,1
Benelux Ascend Series/2026 Season/Spring Split_Week 6_2_2,2026-05-06 19:12:00,26.09,Benelux Ascend Series 2026 Spring,FUSE,Frost Tails,Frost Tails,"[""Xin Zhao"", ""Taliyah"", ""Ahri"", ""Ezreal"", ""Nautilus""]","[""Viktor"", ""Orianna"", ""Karma"", ""Seraphine"", ""Milio""]","[""Ambessa"", ""Viego"", ""Syndra"", ""Smolder"", ""Alistar""]","[""Sion"", ""Lillia"", ""Renekton"", ""Leona"", ""Samira""]",[],[],0,leaguepedia_cargo_patch_range,1
Rift Legends/2026 Season/Spring Split_Week 5_4_3,2026-05-06 19:15:00,26.09,Rift Legends 2026 Spring,Barcząca Esports,Bomba Team,Barcząca Esports,"[""Nautilus"", ""Varus"", ""Aurora"", ""Ahri"", ""Taliyah""]","[""Orianna"", ""Karma"", ""Pantheon"", ""Galio"", ""Cassiopeia""]","[""Milio"", ""Nocturne"", ""Aphelios"", ""Twisted Fate"", ""Renekton""]","[""Lucian"", ""Vi"", ""Yuumi"", ""Akali"", ""Jax""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports Balkan League/2026 Season/Spring Playoffs_Round 1_2_3,2026-05-06 19:26:00,26.09,EBL 2026 Spring Playoffs,SPIKE Syndicate,Lenovo Legion Honvéd,Lenovo Legion Honvéd,"[""Sion"", ""Bard"", ""Rumble"", ""Lulu"", ""Braum""]","[""Azir"", ""Orianna"", ""Caitlyn"", ""Alistar"", ""Nami""]","[""Vi"", ""Corki"", ""Cassiopeia"", ""Rakan"", ""Aatrox""]","[""Pantheon"", ""Aurora"", ""Sivir"", ""Leona"", ""Zoe""]",[],[],0,leaguepedia_cargo_patch_range,1
Benelux Ascend Series/2026 Season/Spring Split_Week 6_1_3,2026-05-06 19:28:00,26.09,Benelux Ascend Series 2026 Spring,SNOOZE Esports,TAKA ASCEND,SNOOZE Esports,"[""Ambessa"", ""Caitlyn"", ""Milio"", ""Neeko"", ""Camille""]","[""Rumble"", ""Graves"", ""Seraphine"", ""Jarvan IV"", ""Nocturne""]","[""Aurora"", ""Xayah"", ""Rakan"", ""Gragas"", ""Skarner""]","[""Orianna"", ""Pantheon"", ""Varus"", ""Leona"", ""Sion""]",[],[],1,leaguepedia_cargo_patch_range,0
Benelux Ascend Series/2026 Season/Spring Split_Week 6_2_3,2026-05-06 20:02:00,26.09,Benelux Ascend Series 2026 Spring,Frost Tails,FUSE,Frost Tails,"[""Seraphine"", ""Viktor"", ""Varus"", ""Lee Sin"", ""Mel""]","[""Xin Zhao"", ""Orianna"", ""Pantheon"", ""Darius"", ""Gwen""]","[""Karma"", ""Caitlyn"", ""Wukong"", ""K'Sante"", ""Aurora""]","[""Nautilus"", ""Kai'Sa"", ""Ornn"", ""Olaf"", ""Akali""]",[],[],1,leaguepedia_cargo_patch_range,0
North American Challengers League/2026 Season/Spring Season_Week 7_1_1,2026-05-06 20:09:00,26.09,NACL 2026 Spring,NRG,Conviction,NRG,"[""Ryze"", ""Varus"", ""Jarvan IV"", ""Aurora"", ""Viktor""]","[""Orianna"", ""Ezreal"", ""Nocturne"", ""Syndra"", ""Azir""]","[""Bard"", ""Jhin"", ""Trundle"", ""Anivia"", ""Ornn""]","[""Caitlyn"", ""Pantheon"", ""Karma"", ""Rumble"", ""Hwei""]",[],[],1,leaguepedia_cargo_patch_range,0
Arabian League/2026 Season/Spring Split_Last Stand_6_2,2026-05-06 20:17:00,26.09,Arabian League 2026 Spring,GnG Amazigh,One More Esports,One More Esports,"[""Jarvan IV"", ""Varus"", ""Ashe"", ""Corki"", ""Tristana""]","[""Seraphine"", ""Caitlyn"", ""Naafiri"", ""Kai'Sa"", ""Neeko""]","[""Nocturne"", ""Rumble"", ""Yone"", ""Sivir"", ""Rakan""]","[""Hwei"", ""Dr. Mundo"", ""Zaahen"", ""Smolder"", ""Alistar""]",[],[],0,leaguepedia_cargo_patch_range,1
North American Challengers League/2026 Season/Spring Season_Week 7_1_2,2026-05-06 21:06:00,26.09,NACL 2026 Spring,NRG,Conviction,NRG,"[""Jarvan IV"", ""Irelia"", ""Ezreal"", ""Vi"", ""Annie""]","[""Orianna"", ""Seraphine"", ""Ryze"", ""Rakan"", ""Varus""]","[""Nocturne"", ""Jayce"", ""Aurora"", ""Yunara"", ""Nidalee""]","[""Corki"", ""Nami"", ""Sion"", ""Viktor"", ""Shen""]",[],[],1,leaguepedia_cargo_patch_range,0
Arabian League/2026 Season/Spring Split_Last Stand_6_3,2026-05-06 21:08:00,26.09,Arabian League 2026 Spring,One More Esports,GnG Amazigh,GnG Amazigh,"[""Seraphine"", ""Naafiri"", ""Kai'Sa"", ""Vi"", ""Kled""]","[""Jarvan IV"", ""Mel"", ""Varus"", ""Gnar"", ""Nautilus""]","[""Viktor"", ""Jhin"", ""Zac"", ""Ambessa"", ""Blitzcrank""]","[""Zoe"", ""Caitlyn"", ""Bard"", ""Qiyana"", ""Renekton""]",[],[],0,leaguepedia_cargo_patch_range,1
North American Challengers League/2026 Season/Spring Season_Week 7_2_1,2026-05-06 22:05:00,26.09,NACL 2026 Spring,Dorado Gaming,Supernova,Dorado Gaming,"[""Nocturne"", ""Vi"", ""Rumble"", ""Bard"", ""Ahri""]","[""Aurora"", ""Orianna"", ""Seraphine"", ""Smolder"", ""Caitlyn""]","[""Karma"", ""Pantheon"", ""Jayce"", ""Sivir"", ""Anivia""]","[""Ezreal"", ""Jarvan IV"", ""Sion"", ""Annie"", ""Neeko""]",[],[],1,leaguepedia_cargo_patch_range,0
North American Challengers League/2026 Season/Spring Season_Week 7_2_2,2026-05-06 22:56:00,26.09,NACL 2026 Spring,Supernova,Dorado Gaming,Supernova,"[""Aurora"", ""Seraphine"", ""Xin Zhao"", ""Wukong"", ""Akali""]","[""Nocturne"", ""Bard"", ""Orianna"", ""Ahri"", ""Varus""]","[""Rumble"", ""Vi"", ""Nautilus"", ""Corki"", ""Taliyah""]","[""Lucian"", ""Milio"", ""Ambessa"", ""Sejuani"", ""Yone""]",[],[],1,leaguepedia_cargo_patch_range,0
North American Challengers League/2026 Season/Spring Season_Week 7_2_3,2026-05-06 23:53:00,26.09,NACL 2026 Spring,Dorado Gaming,Supernova,Supernova,"[""Nocturne"", ""Aurora"", ""Seraphine"", ""Naafiri"", ""Yorick""]","[""Orianna"", ""Mel"", ""Jax"", ""LeBlanc"", ""Sylas""]","[""Bard"", ""Xin Zhao"", ""Caitlyn"", ""Vayne"", ""Ryze""]","[""Yunara"", ""Lulu"", ""Ahri"", ""Gnar"", ""Shen""]",[],[],0,leaguepedia_cargo_patch_range,1
LCK CL/2026 Season/Rounds 1-2_Week 6_6_1,2026-05-07 05:07:00,26.09,LCK CL 2026 Rounds 1-2,Gen.G Global Academy,BNK FEARX Youth,BNK FEARX Youth,"[""Varus"", ""Pantheon"", ""Karma"", ""Ryze"", ""Ahri""]","[""Rumble"", ""Orianna"", ""Bard"", ""Akali"", ""Azir""]","[""Jarvan IV"", ""Yunara"", ""Lulu"", ""Annie"", ""Jayce""]","[""Lucian"", ""Nocturne"", ""Milio"", ""Aurora"", ""K'Sante""]",[],[],0,leaguepedia_cargo_patch_range,1
LCK CL/2026 Season/Rounds 1-2_Week 6_7_1,2026-05-07 05:08:00,26.09,LCK CL 2026 Rounds 1-2,T1 Esports Academy,Nongshim Esports Academy,Nongshim Esports Academy,"[""Varus"", ""Karma"", ""Pantheon"", ""Aurora"", ""Ambessa""]","[""Rumble"", ""Orianna"", ""Nocturne"", ""Neeko"", ""Azir""]","[""Jarvan IV"", ""Jhin"", ""Anivia"", ""Jayce"", ""Ryze""]","[""Xin Zhao"", ""Bard"", ""Ezreal"", ""Twisted Fate"", ""Sion""]",[],[],0,leaguepedia_cargo_patch_range,1
LCK CL/2026 Season/Rounds 1-2_Week 6_8_1,2026-05-07 05:09:00,26.09,LCK CL 2026 Rounds 1-2,Hanwha Life Esports Challengers,Kiwoom DRX Challengers,Hanwha Life Esports Challengers,"[""Varus"", ""Karma"", ""Pantheon"", ""Jayce"", ""Vayne""]","[""Rumble"", ""Jarvan IV"", ""Vi"", ""Akali"", ""Viktor""]","[""Nocturne"", ""Bard"", ""Ezreal"", ""Gnar"", ""Azir""]","[""Orianna"", ""Neeko"", ""Zeri"", ""Skarner"", ""Twisted Fate""]",[],[],1,leaguepedia_cargo_patch_range,0
LCK CL/2026 Season/Rounds 1-2_Week 6_6_2,2026-05-07 05:53:00,26.09,LCK CL 2026 Rounds 1-2,Gen.G Global Academy,BNK FEARX Youth,Gen.G Global Academy,"[""Varus"", ""Karma"", ""Akali"", ""LeBlanc"", ""Renekton""]","[""Rumble"", ""Pantheon"", ""Orianna"", ""Vayne"", ""Ahri""]","[""Vi"", ""Mel"", ""Nautilus"", ""Gnar"", ""Yone""]","[""Ashe"", ""Seraphine"", ""Xin Zhao"", ""Anivia"", ""Cassiopeia""]",[],[],1,leaguepedia_cargo_patch_range,0
LCK CL/2026 Season/Rounds 1-2_Week 6_7_2,2026-05-07 05:57:00,26.09,LCK CL 2026 Rounds 1-2,Nongshim Esports Academy,T1 Esports Academy,Nongshim Esports Academy,"[""Varus"", ""Karma"", ""Pantheon"", ""Vayne"", ""Viktor""]","[""Rumble"", ""Orianna"", ""Nocturne"", ""Azir"", ""Ahri""]","[""Vi"", ""Ashe"", ""Seraphine"", ""Aurora"", ""Ambessa""]","[""Lucian"", ""Milio"", ""Skarner"", ""Gnar"", ""Annie""]",[],[],1,leaguepedia_cargo_patch_range,0
LCK CL/2026 Season/Rounds 1-2_Week 6_8_2,2026-05-07 05:57:00,26.09,LCK CL 2026 Rounds 1-2,Hanwha Life Esports Challengers,Kiwoom DRX Challengers,Hanwha Life Esports Challengers,"[""Varus"", ""Annie"", ""Karma"", ""Ryze"", ""Viktor""]","[""Jarvan IV"", ""Pantheon"", ""Rumble"", ""Jayce"", ""Vayne""]","[""Vi"", ""Lucian"", ""Milio"", ""Renekton"", ""Mel""]","[""Xin Zhao"", ""Ashe"", ""Seraphine"", ""Aurora"", ""K'Sante""]",[],[],1,leaguepedia_cargo_patch_range,0
LCK CL/2026 Season/Rounds 1-2_Week 6_6_3,2026-05-07 06:48:00,26.09,LCK CL 2026 Rounds 1-2,Gen.G Global Academy,BNK FEARX Youth,BNK FEARX Youth,"[""Ryze"", ""Skarner"", ""Ezreal"", ""Dr. Mundo"", ""Vayne""]","[""Rumble"", ""Pantheon"", ""Varus"", ""Wukong"", ""Lee Sin""]","[""Orianna"", ""Bard"", ""Miss Fortune"", ""Renekton"", ""Naafiri""]","[""Jhin"", ""Karma"", ""Azir"", ""Trundle"", ""Sion""]",[],[],0,leaguepedia_cargo_patch_range,1
LCK/2026 Season/Rounds 1-2_Week 6_3_1,2026-05-07 08:07:00,26.09,LCK 2026 Rounds 1-2,KT Rolster,Dplus Kia,KT Rolster,"[""Varus"", ""Nocturne"", ""Nautilus"", ""Azir"", ""Gwen""]","[""Rumble"", ""Lucian"", ""Karma"", ""Ezreal"", ""Caitlyn""]","[""Orianna"", ""Xin Zhao"", ""Bard"", ""Jhin"", ""Sion""]","[""Ashe"", ""Jarvan IV"", ""Seraphine"", ""Ryze"", ""Zaahen""]",[],[],1,leaguepedia_cargo_patch_range,0
LCK/2026 Season/Rounds 1-2_Week 6_3_2,2026-05-07 09:02:00,26.09,LCK 2026 Rounds 1-2,KT Rolster,Dplus Kia,KT Rolster,"[""Varus"", ""Nocturne"", ""Nautilus"", ""Vi"", ""Pantheon""]","[""Rumble"", ""Lucian"", ""Karma"", ""Twisted Fate"", ""Lee Sin""]","[""Jayce"", ""Caitlyn"", ""Lux"", ""Viktor"", ""Skarner""]","[""Yunara"", ""Lulu"", ""Yorick"", ""Naafiri"", ""Taliyah""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 2_1_1,2026-05-07 09:08:00,26.09,Esports World Cup 2026 Online Qualifier: Asia-Pacific,Team Secret (Vietnamese Team),GAM Esports,Team Secret (Vietnamese Team),"[""Ezreal"", ""Orianna"", ""Varus"", ""Lucian"", ""Bard""]","[""Rumble"", ""Nocturne"", ""Pantheon"", ""Caitlyn"", ""Nautilus""]","[""Ryze"", ""Lee Sin"", ""Jayce"", ""Jhin"", ""Pyke""]","[""Anivia"", ""Jarvan IV"", ""Yorick"", ""Karma"", ""Sivir""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 2_2_1,2026-05-07 09:08:00,26.09,Esports World Cup 2026 Online Qualifier: Asia-Pacific,Fukuoka SoftBank HAWKS gaming,CTBC Flying Oyster,Fukuoka SoftBank HAWKS gaming,"[""Orianna"", ""Varus"", ""Ashe"", ""Corki"", ""Lulu""]","[""Ezreal"", ""Nocturne"", ""Lucian"", ""Caitlyn"", ""Nautilus""]","[""Rumble"", ""Lee Sin"", ""Aurora"", ""Alistar"", ""Kai'Sa""]","[""K'Sante"", ""Jarvan IV"", ""Ryze"", ""Yunara"", ""Poppy""]",[],[],1,leaguepedia_cargo_patch_range,0
LPL/2026 Season/Split 2_Week 6_3_1,2026-05-07 09:12:00,26.09,LPL 2026 Split 2,Team WE,Weibo Gaming,Weibo Gaming,"[""Ezreal"", ""Bard"", ""Varus"", ""Jhin"", ""Nautilus""]","[""Ashe"", ""Ambessa"", ""Karma"", ""Lulu"", ""Lucian""]","[""Orianna"", ""Nocturne"", ""Sion"", ""Yunara"", ""Nami""]","[""Rumble"", ""Jarvan IV"", ""Akali"", ""Corki"", ""Rakan""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 2_2_2,2026-05-07 09:55:00,26.09,Esports World Cup 2026 Online Qualifier: Asia-Pacific,Fukuoka SoftBank HAWKS gaming,CTBC Flying Oyster,CTBC Flying Oyster,"[""Pyke"", ""Varus"", ""Orianna"", ""Cassiopeia"", ""Mel""]","[""Ezreal"", ""Nocturne"", ""Nautilus"", ""Viktor"", ""Akali""]","[""Ashe"", ""Xin Zhao"", ""Seraphine"", ""Renekton"", ""Ahri""]","[""Zeri"", ""Yuumi"", ""Skarner"", ""Taliyah"", ""Zaahen""]",[],[],0,leaguepedia_cargo_patch_range,1
LPL/2026 Season/Split 2_Week 6_3_2,2026-05-07 10:10:00,26.09,LPL 2026 Split 2,Team WE,Weibo Gaming,Team WE,"[""Karma"", ""Vi"", ""Xin Zhao"", ""Jhin"", ""Sivir""]","[""Ashe"", ""Varus"", ""Lucian"", ""Nautilus"", ""Seraphine""]","[""Ezreal"", ""Pantheon"", ""Annie"", ""Neeko"", ""Renekton""]","[""Bard"", ""Ryze"", ""Lee Sin"", ""Caitlyn"", ""K'Sante""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 2_1_2,2026-05-07 10:18:00,26.09,Esports World Cup 2026 Online Qualifier: Asia-Pacific,Team Secret (Vietnamese Team),GAM Esports,Team Secret (Vietnamese Team),"[""Nocturne"", ""Pantheon"", ""Ambessa"", ""Milio"", ""Braum""]","[""Varus"", ""Caitlyn"", ""Rumble"", ""Naafiri"", ""Vi""]","[""Ezreal"", ""Nautilus"", ""Akali"", ""Trundle"", ""Jax""]","[""Lucian"", ""Orianna"", ""Xin Zhao"", ""Leona"", ""Gnar""]",[],[],1,leaguepedia_cargo_patch_range,0
LCK/2026 Season/Rounds 1-2_Week 6_4_1,2026-05-07 10:30:00,26.09,LCK 2026 Rounds 1-2,BNK FEARX,HANJIN BRION,HANJIN BRION,"[""Varus"", ""Lee Sin"", ""Karma"", ""Akali"", ""Azir""]","[""Rumble"", ""Orianna"", ""Jarvan IV"", ""Annie"", ""Jayce""]","[""Nocturne"", ""Neeko"", ""Jhin"", ""Gnar"", ""Ryze""]","[""Bard"", ""Ezreal"", ""Pantheon"", ""Renekton"", ""Anivia""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 2_2_3,2026-05-07 10:49:00,26.09,Esports World Cup 2026 Online Qualifier: Asia-Pacific,CTBC Flying Oyster,Fukuoka SoftBank HAWKS gaming,Fukuoka SoftBank HAWKS gaming,"[""Nocturne"", ""Nautilus"", ""Pantheon"", ""Caitlyn"", ""Gwen""]","[""Ezreal"", ""Pyke"", ""Vi"", ""Naafiri"", ""Yorick""]","[""Orianna"", ""Lucian"", ""Milio"", ""Sion"", ""Malphite""]","[""Akali"", ""Varus"", ""Wukong"", ""Rell"", ""Miss Fortune""]",[],[],0,leaguepedia_cargo_patch_range,1
LCK/2026 Season/Rounds 1-2_Week 6_4_2,2026-05-07 11:22:00,26.09,LCK 2026 Rounds 1-2,HANJIN BRION,BNK FEARX,HANJIN BRION,"[""Varus"", ""Caitlyn"", ""Lee Sin"", ""Vayne"", ""Akali""]","[""Rumble"", ""Orianna"", ""Jarvan IV"", ""Jayce"", ""Annie""]","[""Lucian"", ""Trundle"", ""Milio"", ""Aurora"", ""Zaahen""]","[""Ashe"", ""Seraphine"", ""Vi"", ""Ambessa"", ""Ahri""]",[],[],1,leaguepedia_cargo_patch_range,0
LPL/2026 Season/Split 2_Week 6_3_3,2026-05-07 11:23:00,26.09,LPL 2026 Split 2,Team WE,Weibo Gaming,Weibo Gaming,"[""Ashe"", ""Xin Zhao"", ""Azir"", ""LeBlanc"", ""Aurora""]","[""Varus"", ""Twisted Fate"", ""Vi"", ""Yorick"", ""Ambessa""]","[""Karma"", ""Jhin"", ""Cassiopeia"", ""Trundle"", ""Vayne""]","[""Lucian"", ""Milio"", ""Jayce"", ""Mel"", ""Naafiri""]",[],[],0,leaguepedia_cargo_patch_range,1
LPL/2026 Season/Split 2_Week 6_4_1,2026-05-07 12:39:00,26.09,LPL 2026 Split 2,Anyone's Legend,Ninjas in Pyjamas.CN,Ninjas in Pyjamas.CN,"[""Ezreal"", ""Seraphine"", ""Jarvan IV"", ""Ryze"", ""Yone""]","[""Orianna"", ""Milio"", ""Varus"", ""Lulu"", ""Nautilus""]","[""Annie"", ""Nocturne"", ""Sion"", ""Corki"", ""Nami""]","[""Jhin"", ""Rumble"", ""Bard"", ""Azir"", ""Skarner""]",[],[],0,leaguepedia_cargo_patch_range,1
Hellenic Legends League/2026 Season/Spring Split_Week 6_5_1,2026-05-07 13:15:00,26.09,HLL 2026 Spring,Team Phantasma,WLGaming Esports,Team Phantasma,"[""Jarvan IV"", ""Nautilus"", ""Aurora"", ""Annie"", ""LeBlanc""]","[""Ryze"", ""Karma"", ""Orianna"", ""Lulu"", ""Lucian""]","[""Nocturne"", ""Rumble"", ""Ahri"", ""Corki"", ""Nami""]","[""Pantheon"", ""Ezreal"", ""Sion"", ""Zoe"", ""Neeko""]",[],[],1,leaguepedia_cargo_patch_range,0
LPL/2026 Season/Split 2_Week 6_4_2,2026-05-07 13:36:00,26.09,LPL 2026 Split 2,Ninjas in Pyjamas.CN,Anyone's Legend,Ninjas in Pyjamas.CN,"[""Vi"", ""Seraphine"", ""Varus"", ""Ryze"", ""Vayne""]","[""Orianna"", ""Ezreal"", ""Jarvan IV"", ""Cassiopeia"", ""LeBlanc""]","[""Milio"", ""Pantheon"", ""Sivir"", ""Mel"", ""Gnar""]","[""Lucian"", ""Nautilus"", ""Lee Sin"", ""Twisted Fate"", ""Jayce""]",[],[],1,leaguepedia_cargo_patch_range,0
Hellenic Legends League/2026 Season/Spring Split_Week 6_5_2,2026-05-07 14:28:00,26.09,HLL 2026 Spring,WLGaming Esports,Team Phantasma,Team Phantasma,"[""Azir"", ""Nautilus"", ""Seraphine"", ""Vi"", ""Jayce""]","[""Orianna"", ""Karma"", ""Jarvan IV"", ""Aurora"", ""Yorick""]","[""Ryze"", ""Lulu"", ""Yunara"", ""Xin Zhao"", ""Kennen""]","[""Bard"", ""Caitlyn"", ""Anivia"", ""Varus"", ""Dr. Mundo""]",[],[],0,leaguepedia_cargo_patch_range,1
TCL/2026 Season/Spring Split_Week 5_5_1,2026-05-07 14:31:00,26.09,TCL 2026 Spring,Misa Esports,Dark Passage,Misa Esports,"[""Jarvan IV"", ""Nautilus"", ""Darius"", ""Yunara"", ""Varus""]","[""Ambessa"", ""Karma"", ""Seraphine"", ""Rell"", ""Rakan""]","[""Orianna"", ""Xin Zhao"", ""Sion"", ""Ezreal"", ""Bard""]","[""Pantheon"", ""Ahri"", ""Garen"", ""Jhin"", ""Pyke""]",[],[],1,leaguepedia_cargo_patch_range,0
Prime League 1st Division/2026 Season/Spring Split_Week 6_5_1,2026-05-07 15:08:00,26.09,PRM 1st Division 2026 Spring,Eintracht Frankfurt,Eintracht Spandau,Eintracht Spandau,"[""Nautilus"", ""Ryze"", ""Bard"", ""Pantheon"", ""Varus""]","[""Jarvan IV"", ""Xin Zhao"", ""Karma"", ""Nocturne"", ""Vi""]","[""Orianna"", ""Kai'Sa"", ""Neeko"", ""Wukong"", ""Jayce""]","[""Azir"", ""Ezreal"", ""Nami"", ""Aatrox"", ""Sion""]",[],[],0,leaguepedia_cargo_patch_range,1
