match_id,date,patch,tournament,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,blue_win,data_source,red_win,pick_source
LPL/2026 Season/Split 2 Playoffs_Play-In_3_4,2026-05-24 09:01:00,26.10,LPL 2026 Split 2 Playoffs,EDward Gaming,Ninjas in Pyjamas.CN,Ninjas in Pyjamas.CN,"['Ambessa', 'Xin Zhao', 'Akali', 'Camille', 'Pyke']","['Twisted Fate', 'Nocturne', 'Yone', ""K'Sante"", 'Ahri']","['Vayne', 'Pantheon', 'Rumble', 'Ziggs', 'Leona']","['Ornn', 'Naafiri', 'Taliyah', 'Caitlyn', 'Lux']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCP/2026 Season/Split 2 Playoffs_Round 1_2_1,2026-05-24 09:14:00,26.10,LCP 2026 Split 2 Playoffs,Fukuoka SoftBank HAWKS gaming,Deep Cross Gaming,Deep Cross Gaming,"['Nocturne', 'Xin Zhao', 'Varus', 'Caitlyn', 'Ambessa']","['Orianna', 'Cassiopeia', 'Lee Sin', 'Annie', 'Nautilus']","['Rumble', 'Naafiri', 'Twisted Fate', 'Ezreal', 'Skarner']","[""K'Sante"", 'Jarvan IV', 'Ryze', 'Jhin', 'Karma']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Nexus League/2026 Season/Spring Split_Week 7_5_1,2026-05-24 10:04:00,26.10,Nexus League 2026 Spring,Lausanne-Sport Esports,Galions Sharks,Galions Sharks,"['Ryze', 'Jarvan IV', 'Ezreal', 'Sion', 'Wukong']","['Zoe', 'Nocturne', 'Orianna', 'Olaf', ""Rek'Sai""]","['Malphite', 'Vi', 'Viktor', 'Varus', 'Nautilus']","['Rumble', 'Jayce', 'Lux', 'Caitlyn', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCP/2026 Season/Split 2 Playoffs_Round 1_2_2,2026-05-24 10:07:00,26.10,LCP 2026 Split 2 Playoffs,Fukuoka SoftBank HAWKS gaming,Deep Cross Gaming,Deep Cross Gaming,"['Varus', 'Akali', 'Lee Sin', 'Shen', 'Miss Fortune']","['Nocturne', 'Lucian', 'Xin Zhao', 'Caitlyn', 'Ambessa']","['Zaahen', 'Wukong', 'Orianna', 'Sivir', 'Nautilus']","['Sion', 'Vi', 'Cassiopeia', 'Zeri', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LPL/2026 Season/Split 2 Playoffs_Play-In_3_5,2026-05-24 10:09:00,26.10,LPL 2026 Split 2 Playoffs,Ninjas in Pyjamas.CN,EDward Gaming,EDward Gaming,"['Azir', 'Twisted Fate', 'Yone', 'Sylas', 'Qiyana']","['Nocturne', 'Xin Zhao', 'Lulu', 'Jax', 'LeBlanc']","['Ambessa', 'Shyvana', 'Ahri', 'Aphelios', 'Thresh']","[""K'Sante"", 'Maokai', 'Mel', 'Zeri', 'Yuumi']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCK/2026 Season/Rounds 1-2_Week 8_10_1,2026-05-24 10:10:00,26.10,LCK 2026 Rounds 1-2,T1,HANJIN BRION,T1,"['Bard', 'Varus', 'Anivia', ""K'Sante"", 'Ambessa']","['Orianna', 'Cassiopeia', 'Karma', 'Nautilus', 'Lucian']","['Sion', 'Naafiri', 'Twisted Fate', 'Caitlyn', 'Lux']","['Rumble', 'Lee Sin', 'Ryze', 'Jhin', 'Pyke']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Comic Con Baltics 2026_Finals_1_3,2026-05-24 10:16:00,26.10,Comic Con Baltics 2026,Wilderness Gaming,Kenty,Wilderness Gaming,"['Lucian', 'Caitlyn', 'Bard', 'Shen', 'Neeko']","['Pantheon', 'Swain', 'Anivia', 'Aatrox', 'Xin Zhao']","['Yorick', 'Skarner', 'Sylas', 'Jinx', 'Milio']","[""Cho'Gath"", 'Nocturne', 'Ahri', ""Kai'Sa"", 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_2_1,2026-05-24 10:36:00,26.10,Hitpoint Masters 2026 Spring Playoffs,CITA Kaizen,eSuba,CITA Kaizen,"['Ambessa', 'Ezreal', 'Nautilus', 'Pyke', 'Leona']","['Orianna', 'Bard', 'Karma', 'Nocturne', 'Vi']","['Rumble', 'Zyra', 'Jayce', 'Jhin', 'Neeko']","['Varus', 'Wukong', 'Syndra', 'Ziggs', 'Rell']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Nexus League/2026 Season/Spring Split_Week 7_6_1,2026-05-24 10:57:00,26.10,Nexus League 2026 Spring,Zephyr Esport,Caldya Esport,Caldya Esport,"['Jarvan IV', 'Nocturne', 'Caitlyn', 'Syndra', 'Viktor']","['Zoe', 'Orianna', 'Ezreal', 'LeBlanc', 'Annie']","['Sion', 'Pantheon', 'Ahri', 'Lucian', 'Milio']","['Gnar', 'Skarner', 'Taliyah', 'Senna', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCP/2026 Season/Split 2 Playoffs_Round 1_2_3,2026-05-24 11:09:00,26.10,LCP 2026 Split 2 Playoffs,Deep Cross Gaming,Fukuoka SoftBank HAWKS gaming,Deep Cross Gaming,"['Nocturne', 'Varus', 'Xin Zhao', 'Pantheon', 'Vayne']","['Lee Sin', 'Lucian', 'Akali', 'Aurora', 'Mel']","['Gnar', 'Jax', 'Annie', 'Caitlyn', 'Seraphine']","['Renekton', 'Trundle', 'Ahri', 'Ashe', 'Lulu']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCK/2026 Season/Rounds 1-2_Week 8_10_2,2026-05-24 11:10:00,26.10,LCK 2026 Rounds 1-2,T1,HANJIN BRION,T1,"['Bard', 'Varus', 'Lulu', ""K'Sante"", 'Taliyah']","['Orianna', 'Karma', 'Cassiopeia', 'Akali', 'Annie']","['Yorick', 'Xin Zhao', 'Anivia', 'Ashe', 'Seraphine']","['Jayce', 'Jarvan IV', 'Aurora', 'Lucian', 'Milio']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Comic Con Baltics 2026_Finals_1_4,2026-05-24 11:16:00,26.10,Comic Con Baltics 2026,Wilderness Gaming,Kenty,Wilderness Gaming,"['Lucian', 'Nami', 'Bard', 'Shen', 'Malphite']","['Pantheon', 'Swain', 'Anivia', 'Neeko', 'Aatrox']","['Volibear', 'Maokai', 'Jayce', 'Caitlyn', 'Thresh']","['Urgot', 'Wukong', 'Syndra', 'Senna', 'Leona']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LPL/2026 Season/Split 2 Playoffs_Play-In_4_1,2026-05-24 11:16:00,26.10,LPL 2026 Split 2 Playoffs,LGD Gaming,Weibo Gaming,LGD Gaming,"['Nocturne', 'Vi', 'Karma', 'Trundle', 'Rumble']","['Orianna', 'Cassiopeia', 'Varus', 'Lee Sin', 'Sion']","['Gnar', 'Naafiri', 'Akali', 'Ashe', 'Seraphine']","['Renekton', 'Jarvan IV', 'Annie', 'Lucian', 'Milio']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_2_2,2026-05-24 11:29:00,26.10,Hitpoint Masters 2026 Spring Playoffs,CITA Kaizen,eSuba,CITA Kaizen,"['Ambessa', 'Nautilus', 'Ezreal', 'Ryze', 'Aurora']","['Orianna', 'Karma', 'Bard', 'Jarvan IV', 'Nocturne']","['Sion', 'Lee Sin', 'Akali', 'Ashe', 'Lulu']","[""Cho'Gath"", 'Xin Zhao', 'Malzahar', 'Aphelios', 'Seraphine']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Nexus League/2026 Season/Spring Split_Week 7_7_1,2026-05-24 11:54:00,26.10,Nexus League 2026 Spring,Lille Esport,Karmine Corp Blue Stars,Lille Esport,"['Jayce', 'Aurora', 'Bard', 'Poppy', 'Braum']","['Orianna', 'Seraphine', 'Karma', 'Cassiopeia', 'Anivia']","['Akali', 'Pantheon', 'Viktor', 'Ezreal', 'Rell']","['Sion', 'Xin Zhao', 'Ryze', 'Varus', 'Alistar']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LPL/2026 Season/Split 2 Playoffs_Play-In_4_2,2026-05-24 12:06:00,26.10,LPL 2026 Split 2 Playoffs,Weibo Gaming,LGD Gaming,LGD Gaming,"['Nocturne', 'Karma', 'Yone', 'Bard', 'Nautilus']","['Orianna', 'Cassiopeia', 'Varus', 'Neeko', 'Yuumi']","['Sion', 'Vi', 'Ahri', 'Yunara', 'Lulu']","['Rumble', 'Trundle', 'Ryze', 'Corki', 'Nami']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_2_3,2026-05-24 12:12:00,26.10,Hitpoint Masters 2026 Spring Playoffs,CITA Kaizen,eSuba,CITA Kaizen,"['Ambessa', 'Nautilus', 'Ezreal', ""K'Sante"", 'Aurora']","['Orianna', 'Karma', 'Bard', 'Gnar', 'Taliyah']","['Ornn', 'Naafiri', 'Cassiopeia', 'Lucian', 'Yuumi']","['Renekton', 'Vi', 'Anivia', 'Corki', 'Nami']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Comic Con Baltics 2026_Finals_1_5,2026-05-24 12:22:00,26.10,Comic Con Baltics 2026,Wilderness Gaming,Kenty,Kenty,"['Lucian', 'Nami', 'Bard', 'Zoe', 'Shen']","['Pantheon', 'Swain', 'Anivia', 'LeBlanc', 'Aatrox']","['Rumble', 'Sejuani', 'Yone', 'Xayah', 'Zilean']","['Poppy', 'Graves', 'Veigar', 'Smolder', 'Neeko']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Nexus League/2026 Season/Spring Split_Week 7_8_1,2026-05-24 12:53:00,26.10,Nexus League 2026 Spring,Project Conquerors,Crystal Rose (French Team),Project Conquerors,"['Jarvan IV', 'Aurelion Sol', 'Orianna', 'Renata Glasc', 'Nautilus']","['Seraphine', 'Karma', 'Nocturne', 'Poppy', 'Braum']","['Renekton', 'Naafiri', 'Cassiopeia', 'Ezreal', 'Anivia']","['Olaf', 'Aatrox', 'Galio', 'Kalista', 'Neeko']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LPL/2026 Season/Split 2 Playoffs_Play-In_4_3,2026-05-24 12:54:00,26.10,LPL 2026 Split 2 Playoffs,LGD Gaming,Weibo Gaming,Weibo Gaming,"['Cassiopeia', 'Twisted Fate', 'Varus', 'Lee Sin', 'Pantheon']","['Orianna', 'Nocturne', 'Karma', 'Vayne', 'Maokai']","['Yorick', 'Jayce', 'Galio', 'Miss Fortune', 'Nautilus']","[""K'Sante"", 'Xin Zhao', 'Aurora', 'Ezreal', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LPL/2026 Season/Split 2 Playoffs_Play-In_4_4,2026-05-24 13:58:00,26.10,LPL 2026 Split 2 Playoffs,Weibo Gaming,LGD Gaming,Weibo Gaming,"['Nocturne', 'Yone', 'Karma', 'Mel', 'LeBlanc']","['Orianna', 'Cassiopeia', 'Varus', 'Jhin', ""Kog'Maw""]","['Jax', ""Rek'Sai"", 'Twisted Fate', 'Ziggs', 'Camille']","['Poppy', 'Lee Sin', 'Anivia', 'Caitlyn', 'Elise']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LPL/2026 Season/Split 2 Playoffs_Play-In_4_5,2026-05-24 14:58:00,26.10,LPL 2026 Split 2 Playoffs,Weibo Gaming,LGD Gaming,LGD Gaming,"['Yone', 'Karma', 'Nocturne', 'Pyke', 'Blitzcrank']","['Orianna', 'Cassiopeia', 'Varus', 'Wukong', 'Pantheon']","['Ambessa', 'Sylas', 'Malphite', 'Kalista', 'Renata Glasc']","['Zaahen', 'Maokai', 'Vayne', 'Draven', 'Thresh']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LEC/2026 Season/Spring Playoffs_Round 1_2_1,2026-05-24 15:08:00,26.10,LEC 2026 Spring Playoffs,Movistar KOI,Team Vitality,Movistar KOI,"['Pantheon', 'Bard', 'Jarvan IV', 'Vayne', 'Gnar']","['Orianna', 'Nocturne', 'Xin Zhao', 'Sion', 'Naafiri']","['Rumble', 'Wukong', 'Cassiopeia', 'Ashe', 'Seraphine']","['Anivia', 'Vi', 'Syndra', 'Ezreal', 'Nami']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LEC/2026 Season/Spring Playoffs_Round 1_2_2,2026-05-24 16:05:00,26.10,LEC 2026 Spring Playoffs,Movistar KOI,Team Vitality,Movistar KOI,"['Pantheon', 'Jhin', 'Jarvan IV', 'Vayne', 'Gnar']","['Orianna', 'Varus', 'Nautilus', 'Azir', 'Annie']","['Renekton', 'Nocturne', 'Akali', 'Caitlyn', 'Neeko']","['Gragas', 'Xin Zhao', 'Ryze', 'Miss Fortune', 'Bard']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
CBLOL/2026 Season/Split 1 Playoffs_Round 4_1_1,2026-05-24 16:11:00,26.10,CBLOL 2026 Split 1 Playoffs,FURIA,RED Canids,FURIA,"['Nautilus', 'Jarvan IV', 'Karma', 'Rakan', 'Jhin']","['Seraphine', 'Milio', 'Caitlyn', 'Akali', 'Aatrox']","['Ornn', 'Xin Zhao', 'Galio', 'Ezreal', 'Bard']","['Rumble', 'Nocturne', 'Orianna', 'Varus', 'Neeko']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LIT/2026 Season/Summer Promotion_Finals_1_1,2026-05-24 16:11:00,26.10,LIT 2026 Summer Promotion,P11 Esports,Epitomy Esports,P11 Esports,"['Seraphine', 'Fiora', 'Hwei', 'Cassiopeia', 'Smolder']","['Karma', 'Ashe', 'Sylas', 'Akali', 'Aphelios']","['Sion', 'Zaahen', 'Ryze', 'Zeri', 'Braum']","['Mordekaiser', 'Wukong', 'Azir', 'Senna', 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LEC/2026 Season/Spring Playoffs_Round 1_2_3,2026-05-24 16:55:00,26.10,LEC 2026 Spring Playoffs,Movistar KOI,Team Vitality,Movistar KOI,"['Jarvan IV', 'Pyke', 'Pantheon', 'Yasuo', 'Jax']","['Orianna', 'Naafiri', 'Nautilus', 'Galio', 'Azir']","['Varus', 'Lee Sin', 'Taliyah', 'Xayah', 'Rakan']","['Olaf', 'Jayce', 'Annie', 'Lucian', 'Milio']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
CBLOL/2026 Season/Split 1 Playoffs_Round 4_1_2,2026-05-24 17:02:00,26.10,CBLOL 2026 Split 1 Playoffs,FURIA,RED Canids,FURIA,"['Milio', 'Olaf', 'Pantheon', 'Gwen', 'Gnar']","['Nautilus', 'Jarvan IV', 'Karma', 'Sylas', 'Ryze']","['Sion', 'Lee Sin', 'Twisted Fate', 'Ashe', 'Lulu']","['Renekton', 'Aatrox', 'Cassiopeia', 'Senna', 'Seraphine']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LIT/2026 Season/Summer Promotion_Finals_1_2,2026-05-24 17:14:00,26.10,LIT 2026 Summer Promotion,P11 Esports,Epitomy Esports,P11 Esports,"['Fiora', 'Hwei', 'Seraphine', 'Olaf', 'Aatrox']","['Ashe', 'Karma', 'Sylas', 'Akali', 'Ahri']","[""K'Sante"", 'Jarvan IV', 'Aurora', 'Yunara', 'Lulu']","['Yorick', 'Kayn', 'Syndra', 'Varus', 'Nami']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
CBLOL/2026 Season/Split 1 Playoffs_Round 4_1_3,2026-05-24 17:55:00,26.10,CBLOL 2026 Split 1 Playoffs,FURIA,RED Canids,FURIA,"['Nautilus', 'Karma', 'Ryze', 'Pantheon', 'LeBlanc']","['Milio', 'Nami', 'Jarvan IV', 'Jayce', 'Vayne']","['Ambessa', 'Trundle', 'Annie', 'Xayah', 'Rakan']","['Gnar', 'Naafiri', 'Akali', 'Sivir', 'Alistar']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LIT/2026 Season/Summer Promotion_Finals_1_3,2026-05-24 18:07:00,26.10,LIT 2026 Summer Promotion,P11 Esports,Epitomy Esports,Epitomy Esports,"['Olaf', 'Hwei', 'Mel', 'Viktor', 'Orianna']","['Ashe', 'Karma', 'Sylas', 'Jayce', 'Ambessa']","['Gnar', 'Dr. Mundo', 'Ahri', 'Ezreal', 'Seraphine']","['Rumble', 'Xin Zhao', 'Galio', 'Lucian', 'Milio']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LIT/2026 Season/Summer Promotion_Finals_1_4,2026-05-24 19:07:00,26.10,LIT 2026 Summer Promotion,Epitomy Esports,P11 Esports,P11 Esports,"['Ashe', 'Sylas', 'Akali', 'Ambessa', 'Aphelios']","['Olaf', 'Hwei', 'Karma', 'Smolder', 'Leona']","['Jayce', 'Aatrox', 'Viktor', 'Tristana', 'Thresh']","['Anivia', 'Trundle', 'Naafiri', 'Caitlyn', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCS/2026 Season/Spring Playoffs_Round 1_2_1,2026-05-24 20:12:00,26.10,LCS 2026 Spring Playoffs,Team Liquid,LYON (2024 American Team),Team Liquid,"['Jarvan IV', 'Nocturne', 'Yone', 'Bard', 'Ambessa']","['Orianna', 'Cassiopeia', 'Varus', 'Rumble', 'Xin Zhao']","['Shen', 'Lee Sin', 'Ryze', 'Ezreal', 'Rell']","['Sion', 'Wukong', 'Anivia', 'Jhin', 'Karma']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCS/2026 Season/Spring Playoffs_Round 1_2_2,2026-05-24 21:05:00,26.10,LCS 2026 Spring Playoffs,Team Liquid,LYON (2024 American Team),LYON (2024 American Team),"['Jarvan IV', 'Nocturne', 'Ornn', 'Annie', 'Akali']","['Orianna', 'Cassiopeia', 'Varus', 'Xin Zhao', 'Trundle']","['Ambessa', 'Vi', 'Aurora', 'Lucian', 'Milio']","['Rumble', 'Sejuani', 'Yone', 'Senna', 'Nautilus']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCS/2026 Season/Spring Playoffs_Round 1_2_3,2026-05-24 22:04:00,26.10,LCS 2026 Spring Playoffs,LYON (2024 American Team),Team Liquid,LYON (2024 American Team),"['Bard', 'Akali', 'Orianna', 'Neeko', 'Lux']","['Varus', 'Seraphine', 'Cassiopeia', 'Ziggs', 'Xayah']","['Malphite', 'Xin Zhao', 'Sylas', 'Caitlyn', 'Braum']","['Jayce', 'Jarvan IV', 'Twisted Fate', 'Mel', 'Pantheon']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCS/2026 Season/Spring Playoffs_Round 1_2_4,2026-05-24 22:54:00,26.10,LCS 2026 Spring Playoffs,LYON (2024 American Team),Team Liquid,Team Liquid,"['Akali', 'Lulu', 'Skarner', 'Poppy', 'Shyvana']","['Varus', 'Seraphine', 'Nocturne', 'Bard', 'Neeko']","['Gnar', 'Ornn', 'Cassiopeia', 'Smolder', 'Nami']","['Renekton', 'Naafiri', 'Orianna', 'Corki', 'Rakan']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCS/2026 Season/Spring Playoffs_Round 1_2_5,2026-05-24 23:44:00,26.10,LCS 2026 Spring Playoffs,Team Liquid,LYON (2024 American Team),LYON (2024 American Team),"['Lulu', 'Akali', 'Vayne', ""K'Sante"", 'Garen']","['Varus', 'Seraphine', 'Nocturne', 'Neeko', 'Ziggs']","['Jax', ""Rek'Sai"", 'Annie', 'Aphelios', 'Sona']","['Poppy', 'Trundle', 'Taliyah', 'Jinx', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 9_1_1,2026-05-25 05:03:00,26.10,LCK CL 2026 Rounds 1-2,Hanwha Life Esports Challengers,Dplus Kia Challengers,Dplus Kia Challengers,"['Varus', 'Karma', 'Ashe', 'Gnar', 'Ambessa']","['Orianna', 'Cassiopeia', 'Jarvan IV', 'Annie', 'Aurora']","['Sion', 'Nocturne', 'Ahri', 'Ezreal', 'Neeko']","['Gwen', 'Lee Sin', 'Twisted Fate', 'Lucian', 'Milio']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 9_1_2,2026-05-25 05:53:00,26.10,LCK CL 2026 Rounds 1-2,Dplus Kia Challengers,Hanwha Life Esports Challengers,Dplus Kia Challengers,"['Varus', 'Ashe', 'Karma', 'Xin Zhao', 'Vayne']","['Orianna', 'Rumble', 'Jayce', 'Azir', 'Akali']","['Gnar', 'Jarvan IV', 'Anivia', 'Jhin', 'Nautilus']","['Tristana', 'Skarner', 'Cassiopeia', 'Caitlyn', 'Bard']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 9_2_1,2026-05-25 07:09:00,26.10,LCK CL 2026 Rounds 1-2,T1 Esports Academy,BNK FEARX Youth,BNK FEARX Youth,"['Varus', 'Lucian', 'Nocturne', 'Neeko', 'Akali']","['Ashe', 'Caitlyn', 'Karma', ""K'Sante"", 'Gnar']","['Ambessa', 'Jarvan IV', 'Orianna', 'Jhin', 'Bard']","['Rumble', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Nami']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Round 4_1_1,2026-05-25 07:10:00,26.10,Esports World Cup 2026 Online Qualifier: Korea,Dplus Kia,T1,T1,"['Varus', 'Lucian', 'Jarvan IV', 'Yorick', 'Lee Sin']","['Bard', 'Orianna', 'Anivia', 'Xin Zhao', 'Skarner']","[""K'Sante"", 'Naafiri', 'Cassiopeia', 'Ezreal', 'Nautilus']","['Jayce', 'Trundle', 'Akali', 'Jhin', 'Karma']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 9_2_2,2026-05-25 08:01:00,26.10,LCK CL 2026 Rounds 1-2,BNK FEARX Youth,T1 Esports Academy,T1 Esports Academy,"['Varus', 'Ashe', 'Karma', 'Yorick', 'Cassiopeia']","['Nocturne', 'Lulu', 'Milio', 'Pantheon', 'Naafiri']","['Jayce', 'Wukong', 'Annie', 'Sivir', 'Neeko']","['Sion', 'Xin Zhao', 'Anivia', 'Caitlyn', 'Lux']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Round 4_1_2,2026-05-25 08:12:00,26.10,Esports World Cup 2026 Online Qualifier: Korea,T1,Dplus Kia,Dplus Kia,"['Varus', 'Bard', 'Vayne', 'Wukong', 'Nocturne']","['Orianna', 'Lucian', 'Jarvan IV', 'Ambessa', 'Olaf']","['Sion', 'Lee Sin', 'Sylas', 'Ashe', 'Seraphine']","['Gnar', 'Xin Zhao', 'Viktor', 'Ziggs', 'Pyke']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 9_2_3,2026-05-25 08:46:00,26.10,LCK CL 2026 Rounds 1-2,T1 Esports Academy,BNK FEARX Youth,T1 Esports Academy,"['Akali', 'Varus', 'Lulu', 'Vayne', 'Cassiopeia']","['Nocturne', 'Ashe', 'Nautilus', 'Azir', 'Gnar']","['Renekton', 'Vi', 'Ahri', 'Yunara', 'Milio']","['Shen', 'Naafiri', 'Taliyah', 'Lucian', 'Yuumi']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
PCS/2026 Season/Spring Season_Playoffs Round 2_1_1,2026-05-25 09:03:00,26.10,PCS 2026 Spring,CTBC Flying Oyster Academy,SillySilly Gaming,CTBC Flying Oyster Academy,"['Rengar', 'Varus', 'Cassiopeia', 'Nautilus', 'Bard']","['Nocturne', 'Lucian', 'Ashe', 'Jhin', 'Caitlyn']","['Rumble', 'Jarvan IV', 'Ryze', 'Sivir', 'Karma']","[""K'Sante"", 'Naafiri', 'Orianna', 'Ezreal', 'Pyke']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Round 4_1_3,2026-05-25 09:14:00,26.10,Esports World Cup 2026 Online Qualifier: Korea,Dplus Kia,T1,T1,"['Varus', 'Jarvan IV', 'Anivia', 'Rumble', 'Taliyah']","['Bard', 'Orianna', 'Caitlyn', 'Nocturne', 'Wukong']","['Renekton', 'Vi', 'Ahri', 'Yunara', 'Lulu']","['Ambessa', 'Poppy', 'Ryze', 'Lucian', 'Milio']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 9_3_1,2026-05-25 09:49:00,26.10,LCK CL 2026 Rounds 1-2,HANJIN BRION Challengers,Kiwoom DRX Challengers,Kiwoom DRX Challengers,"['Varus', 'Karma', 'Jarvan IV', 'Xin Zhao', 'Sion']","['Nocturne', 'Orianna', 'Rumble', 'Akali', 'Anivia']","['Jayce', 'Vi', 'Galio', 'Zeri', 'Yuumi']","['Yorick', 'Wukong', 'Cassiopeia', 'Ashe', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
PCS/2026 Season/Spring Season_Playoffs Round 2_1_2,2026-05-25 09:55:00,26.10,PCS 2026 Spring,SillySilly Gaming,CTBC Flying Oyster Academy,CTBC Flying Oyster Academy,"['Lucian', 'Ashe', 'Nocturne', 'Olaf', 'Xin Zhao']","['Rengar', 'Varus', 'Cassiopeia', 'Lee Sin', 'Vi']","['Renekton', 'Kindred', 'Annie', 'Miss Fortune', 'Nautilus']","['Gnar', 'Wukong', 'Viktor', 'Yunara', 'Lulu']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Round 4_1_4,2026-05-25 10:09:00,26.10,Esports World Cup 2026 Online Qualifier: Korea,T1,Dplus Kia,T1,"['Varus', 'Jarvan IV', 'Twisted Fate', 'Yorick', 'Nami']","['Bard', 'Orianna', 'Caitlyn', 'Miss Fortune', 'Kalista']","['Rumble', 'Nocturne', 'Annie', 'Sivir', 'Alistar']","['Aurora', 'Wukong', 'Taliyah', 'Corki', 'Anivia']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
PCS/2026 Season/Spring Season_Playoffs Round 2_2_1,2026-05-25 10:47:00,26.10,PCS 2026 Spring,wangting,Frank Esports,Frank Esports,"['Pyke', 'Varus', 'Annie', 'Anivia', 'Jax']","['Rumble', 'Orianna', 'Cassiopeia', 'Naafiri', 'Pantheon']","['Ambessa', 'Xin Zhao', 'Ryze', 'Miss Fortune', 'Nautilus']","['Irelia', 'Jarvan IV', 'Aurora', 'Ezreal', 'Karma']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
