source,target,teams_using_both,teams_using_pair_with_op_context
Kog'Maw,Sylas,6,0
Kog'Maw,Tristana,6,0
Sylas,Zyra,6,0
Ambessa,Vladimir,6,0
Annie,Vladimir,6,0
Aurora,Vladimir,6,0
Lee Sin,Vladimir,6,0
Rell,Vladimir,6,0
Seraphine,Vladimir,6,0
Sion,Vladimir,6,0
Twisted Fate,Vladimir,6,0
Vladimir,Zaahen,6,0
Dr. Mundo,Kog'Maw,6,0
Amumu,Maokai,6,0
Jax,Kennen,6,0
Ahri,Xerath,6,0
Bard,Xerath,6,0
Lucian,Vladimir,6,0
Orianna,Xerath,6,0
Rumble,Vladimir,6,0
Braum,Qiyana,6,0
Braum,Xerath,6,0
Caitlyn,Xerath,6,0
Dr. Mundo,Irelia,6,0
Gangplank,Lee Sin,6,0
Gangplank,Nautilus,6,0
Gangplank,Rumble,6,0
Gangplank,Xin Zhao,6,0
Gangplank,Zaahen,6,0
Malphite,Nasus,6,0
Naafiri,Volibear,6,0
Nami,Xerath,6,0
Ornn,Xerath,6,0
Varus,Vladimir,6,0
Gragas,Qiyana,6,0
Kog'Maw,Leona,6,0
Malzahar,Skarner,6,0
Malzahar,Vayne,6,0
Azir,Thresh,6,0
Corki,Fiora,6,0
Fiora,Galio,6,0
Thresh,Tristana,6,0
Jhin,Nasus,6,0
Aatrox,Nasus,6,0
Draven,Maokai,6,0
Draven,Miss Fortune,6,0
Draven,Sylas,6,0
Draven,Trundle,6,0
Morgana,Trundle,6,0
Braum,Kennen,6,0
Jinx,Zoe,6,0
Maokai,Thresh,6,0
Kog'Maw,Shyvana,6,0
Akali,Volibear,6,0
Fiora,Lee Sin,6,0
Fiora,Naafiri,6,0
Fiora,Trundle,6,0
Kennen,Yone,6,0
Ezreal,Lillia,6,0
Leona,Xerath,6,0
Lillia,Sion,6,0
Lillia,Wukong,6,0
Annie,Soraka,6,0
Gwen,Shyvana,6,0
Kayle,Nautilus,6,0
Kayle,Vayne,6,0
Kayle,Viktor,6,0
Kayle,Wukong,6,0
Kalista,Kennen,6,0
Blitzcrank,Pyke,6,0
Lissandra,Poppy,6,0
Kennen,Olaf,6,0
Elise,Gwen,6,0
Elise,Taliyah,6,0
Akali,Draven,6,0
Draven,K'Sante,6,0
Pyke,Rek'Sai,6,0
Alistar,Fiora,6,0
Fiora,Sivir,6,0
Elise,Leona,6,0
Morgana,Rumble,6,0
Morgana,Sion,6,0
Lillia,Ryze,6,0
Camille,Hwei,6,0
Kalista,Zoe,6,0
Sejuani,Zoe,6,0
Jinx,Ziggs,6,0
Fiora,Vi,6,0
Sejuani,Volibear,6,0
K'Sante,Udyr,6,0
Brand,Senna,5,4
Aurelion Sol,Senna,5,3
Senna,Zoe,5,2
Lillia,Nocturne,5,1
Aphelios,Malphite,5,0
Aphelios,Tahm Kench,5,0
Galio,Tahm Kench,5,0
Gragas,Jinx,5,0
Jinx,Tahm Kench,5,0
Kassadin,Syndra,5,0
Kassadin,Xin Zhao,5,0
Lissandra,Malphite,5,0
Lissandra,Syndra,5,0
Malphite,Viego,5,0
Skarner,Tahm Kench,5,0
Aatrox,Zac,5,0
Ashe,Zac,5,0
Nami,Zac,5,0
Orianna,Zac,5,0
Rakan,Zac,5,0
Xin Zhao,Zac,5,0
Ambessa,Volibear,5,0
Galio,Volibear,5,0
Jax,Volibear,5,0
Lux,Syndra,5,0
Trundle,Volibear,5,0
Volibear,Yorick,5,0
Volibear,Zaahen,5,0
Cho'Gath,Hwei,5,0
Cho'Gath,Pantheon,5,0
Cho'Gath,Yorick,5,0
Gangplank,Jarvan IV,5,0
Gangplank,Jhin,5,0
Gangplank,K'Sante,5,0
Gangplank,Lucian,5,0
Gangplank,Milio,5,0
Gangplank,Pantheon,5,0
Gangplank,Sion,5,0
Gangplank,Skarner,5,0
Gangplank,Vayne,5,0
Gangplank,Viktor,5,0
Caitlyn,Soraka,5,0
Corki,Soraka,5,0
Kai'Sa,Soraka,5,0
Ambessa,Hecarim,5,0
Anivia,Darius,5,0
Anivia,Hecarim,5,0
Ashe,Hecarim,5,0
Braum,Darius,5,0
Braum,Ivern,5,0
Braum,Mordekaiser,5,0
Braum,Renata Glasc,5,0
Braum,Veigar,5,0
Cho'Gath,Corki,5,0
Cho'Gath,Jax,5,0
Cho'Gath,Mel,5,0
Cho'Gath,Yone,5,0
Darius,Kai'Sa,5,0
Darius,Milio,5,0
Darius,Sylas,5,0
Darius,Taliyah,5,0
Ezreal,Ivern,5,0
Galio,Veigar,5,0
Gragas,Thresh,5,0
Hecarim,Nautilus,5,0
Hecarim,Seraphine,5,0
Hecarim,Viktor,5,0
Hecarim,Xin Zhao,5,0
Ivern,Jarvan IV,5,0
Ivern,Lee Sin,5,0
Ivern,Milio,5,0
Ivern,Ryze,5,0
Ivern,Seraphine,5,0
Ivern,Sion,5,0
Ivern,Varus,5,0
Ivern,Xin Zhao,5,0
Kai'Sa,Mordekaiser,5,0
Kalista,Malphite,5,0
LeBlanc,Lissandra,5,0
LeBlanc,Viego,5,0
Leona,Mordekaiser,5,0
Malphite,Veigar,5,0
Mordekaiser,Naafiri,5,0
Naafiri,Veigar,5,0
Nami,Veigar,5,0
Pyke,Viego,5,0
Varus,Veigar,5,0
Veigar,Xin Zhao,5,0
Viego,Xayah,5,0
Brand,Shyvana,5,0
Brand,Yone,5,0
Lux,Nidalee,5,0
Nidalee,Rek'Sai,5,0
Nidalee,Shen,5,0
Nidalee,Vayne,5,0
Ashe,Kled,5,0
Aurora,Kled,5,0
Ezreal,Kled,5,0
Kled,Lee Sin,5,0
Kled,Lulu,5,0
Kled,Nautilus,5,0
Kled,Rumble,5,0
Kled,Ryze,5,0
Kled,Seraphine,5,0
Kled,Sion,5,0
Annie,Brand,5,0
Brand,Braum,5,0
Brand,Mel,5,0
Brand,Taliyah,5,0
Lissandra,Yuumi,5,0
Lux,Yuumi,5,0
Ahri,Kindred,5,0
Bel'Veth,Ornn,5,0
Fiora,Lulu,5,0
Fiora,Ornn,5,0
Fiora,Pyke,5,0
Fiora,Sylas,5,0
Kalista,Yasuo,5,0
Kindred,Lulu,5,0
Kindred,Maokai,5,0
Kindred,Pyke,5,0
Kindred,Skarner,5,0
Skarner,Vladimir,5,0
Smolder,Vladimir,5,0
Vladimir,Xayah,5,0
Aphelios,Irelia,5,0
Kennen,Twisted Fate,5,0
Kog'Maw,Thresh,5,0
Ashe,Garen,5,0
Brand,Jax,5,0
Brand,Olaf,5,0
Ezreal,Garen,5,0
Garen,Karma,5,0
Garen,Nautilus,5,0
Garen,Varus,5,0
Aatrox,Volibear,5,0
Aurora,Malzahar,5,0
Azir,Qiyana,5,0
Cassiopeia,Malzahar,5,0
Corki,Volibear,5,0
Hwei,Qiyana,5,0
Jhin,Malzahar,5,0
Lucian,Malzahar,5,0
Malzahar,Olaf,5,0
Olaf,Volibear,5,0
Camille,Kog'Maw,5,0
Elise,Jax,5,0
Elise,Lux,5,0
Elise,Maokai,5,0
Elise,Sejuani,5,0
Elise,Xayah,5,0
Jax,Nidalee,5,0
Maokai,Nidalee,5,0
Nidalee,Ziggs,5,0
Irelia,Jinx,5,0
Irelia,Zeri,5,0
Zeri,Zyra,5,0
Akali,Udyr,5,0
Ashe,Udyr,5,0
Bard,Udyr,5,0
Brand,Twisted Fate,5,0
Ezreal,Udyr,5,0
Galio,Soraka,5,0
Karma,Udyr,5,0
Leona,Soraka,5,0
Naafiri,Udyr,5,0
Neeko,Soraka,5,0
Pantheon,Udyr,5,0
Ryze,Udyr,5,0
Sion,Udyr,5,0
Smolder,Soraka,5,0
Soraka,Syndra,5,0
Udyr,Wukong,5,0
Udyr,Xin Zhao,5,0
Aatrox,Zed,5,0
Ashe,Zed,5,0
Aurelion Sol,Aurora,5,0
Aurelion Sol,Lucian,5,0
Aurelion Sol,Lulu,5,0
Aurelion Sol,Milio,5,0
Aurelion Sol,Pantheon,5,0
Aurelion Sol,Sion,5,0
Aurelion Sol,Varus,5,0
Aurelion Sol,Viktor,5,0
Aurelion Sol,Wukong,5,0
Gwen,Zed,5,0
Lulu,Zed,5,0
Neeko,Zed,5,0
Skarner,Zed,5,0
Varus,Zed,5,0
Ahri,Malzahar,5,0
Graves,Jayce,5,0
Graves,Karma,5,0
Graves,Seraphine,5,0
Graves,Sivir,5,0
Graves,Smolder,5,0
Graves,Viktor,5,0
Graves,Wukong,5,0
Lulu,Malzahar,5,0
Malzahar,Rell,5,0
Malzahar,Sivir,5,0
Malzahar,Smolder,5,0
Malzahar,Trundle,5,0
Malzahar,Varus,5,0
Malzahar,Vi,5,0
Maokai,Rek'Sai,5,0
Smolder,Volibear,5,0
Taliyah,Volibear,5,0
Corki,Kindred,5,0
Galio,Kindred,5,0
Galio,Swain,5,0
Hwei,Swain,5,0
Jayce,Kindred,5,0
K'Sante,Swain,5,0
Kai'Sa,Kindred,5,0
Karma,Swain,5,0
Kindred,Nami,5,0
Kindred,Taliyah,5,0
Kindred,Yunara,5,0
Lucian,Nasus,5,0
Nami,Swain,5,0
Nidalee,Taliyah,5,0
Ornn,Swain,5,0
Sejuani,Shyvana,5,0
Sion,Swain,5,0
Skarner,Swain,5,0
Alistar,Tahm Kench,5,0
Aurelion Sol,Lee Sin,5,0
Aurelion Sol,Leona,5,0
Camille,Jinx,5,0
Camille,Renata Glasc,5,0
Galio,Qiyana,5,0
Irelia,Malphite,5,0
Jarvan IV,Karthus,5,0
Jinx,Qiyana,5,0
Karthus,Ornn,5,0
Karthus,Xin Zhao,5,0
Kha'Zix,Pyke,5,0
Kha'Zix,Zeri,5,0
Malphite,Qiyana,5,0
Pyke,Zeri,5,0
Qiyana,Zeri,5,0
Tahm Kench,Yorick,5,0
Xayah,Zyra,5,0
Amumu,Aurora,5,0
Amumu,Cassiopeia,5,0
Amumu,Karma,5,0
Amumu,Miss Fortune,5,0
Amumu,Mordekaiser,5,0
Amumu,Renekton,5,0
Amumu,Rumble,5,0
Amumu,Syndra,5,0
Amumu,Yuumi,5,0
Azir,Mordekaiser,5,0
Caitlyn,Mordekaiser,5,0
Jhin,Mordekaiser,5,0
Jhin,Zac,5,0
Lulu,Mordekaiser,5,0
Miss Fortune,Soraka,5,0
Shyvana,Syndra,5,0
Varus,Zac,5,0
Ambessa,Samira,5,0
Amumu,Neeko,5,0
Bard,Samira,5,0
Kai'Sa,Samira,5,0
Nautilus,Samira,5,0
Neeko,Samira,5,0
Pantheon,Samira,5,0
Rell,Samira,5,0
Renekton,Samira,5,0
Samira,Wukong,5,0
Cho'Gath,Zyra,5,0
Corki,Zed,5,0
K'Sante,Zed,5,0
Sivir,Zed,5,0
Brand,Dr. Mundo,5,0
Corki,Lillia,5,0
Gnar,Morgana,5,0
Jarvan IV,Lillia,5,0
Kayn,Nautilus,5,0
Kayn,Viktor,5,0
Lillia,Nami,5,0
Lillia,Nautilus,5,0
Lillia,Smolder,5,0
Lillia,Viktor,5,0
Lillia,Yunara,5,0
Miss Fortune,Morgana,5,0
Miss Fortune,Veigar,5,0
Veigar,Zaahen,5,0
Blitzcrank,Smolder,5,0
Blitzcrank,Syndra,5,0
Draven,Rakan,5,0
Draven,Vayne,5,0
Draven,Yorick,5,0
Yuumi,Ziggs,5,0
Kled,Neeko,5,0
Kled,Sylas,5,0
Ahri,Garen,5,0
Aphelios,Yasuo,5,0
Azir,Elise,5,0
Dr. Mundo,Elise,5,0
Dr. Mundo,Zed,5,0
Elise,Sylas,5,0
Blitzcrank,Camille,5,0
Blitzcrank,Jax,5,0
Blitzcrank,Tristana,5,0
Braum,Kha'Zix,5,0
Poppy,Rek'Sai,5,0
Rek'Sai,Renata Glasc,5,0
Anivia,Xerath,5,0
Cho'Gath,Zaahen,5,0
Galio,Xerath,5,0
Lulu,Xerath,5,0
Soraka,Trundle,5,0
Syndra,Xerath,5,0
Xerath,Zaahen,5,0
Dr. Mundo,Viego,5,0
Shen,Shyvana,5,0
Illaoi,Jarvan IV,5,0
Illaoi,Nautilus,5,0
Illaoi,Ornn,5,0
Illaoi,Sylas,5,0
Irelia,Maokai,5,0
Irelia,Tristana,5,0
LeBlanc,Zyra,5,0
Ziggs,Zyra,5,0
Caitlyn,Vladimir,5,0
Gragas,Yasuo,5,0
Jayce,Vladimir,5,0
Naafiri,Vladimir,5,0
Neeko,Vladimir,5,0
Vladimir,Yone,5,0
Yasuo,Ziggs,5,0
Dr. Mundo,Vladimir,5,0
Maokai,Renata Glasc,5,0
Amumu,Shen,5,0
Caitlyn,Darius,5,0
Darius,Gwen,5,0
Dr. Mundo,Ziggs,5,0
Kennen,Pyke,5,0
Kennen,Ziggs,5,0
Maokai,Viego,5,0
Bard,Fizz,5,0
Fizz,K'Sante,5,0
Fizz,Nautilus,5,0
Fizz,Pantheon,5,0
Mel,Tahm Kench,5,0
Poppy,Tahm Kench,5,0
Anivia,Vladimir,5,0
Blitzcrank,Gwen,5,0
Blitzcrank,Yone,5,0
Braum,Nasus,5,0
Braum,Zed,5,0
Camille,Dr. Mundo,5,0
Cassiopeia,Vladimir,5,0
Cho'Gath,Gwen,5,0
Dr. Mundo,Volibear,5,0
Gangplank,Gnar,5,0
Gangplank,Naafiri,5,0
Gangplank,Varus,5,0
Gangplank,Yunara,5,0
Gnar,Xerath,5,0
Jinx,Nasus,5,0
Mel,Nasus,5,0
Naafiri,Sett,5,0
Nasus,Syndra,5,0
Sett,Xin Zhao,5,0
Shen,Vladimir,5,0
Zaahen,Zed,5,0
Dr. Mundo,Lux,5,0
Gangplank,Jayce,5,0
Qiyana,Rek'Sai,5,0
Kalista,Shyvana,5,0
Leona,Vladimir,5,0
Ryze,Vladimir,5,0
Syndra,Veigar,5,0
Nasus,Olaf,5,0
Hwei,Kog'Maw,5,0
Hwei,Zyra,5,0
Amumu,Nasus,5,0
Caitlyn,Morgana,5,0
Galio,Morgana,5,0
Maokai,Morgana,5,0
Morgana,Sivir,5,0
Morgana,Tristana,5,0
Nasus,Yuumi,5,0
Ambessa,Malzahar,5,0
Gnar,Graves,5,0
Jhin,Viego,5,0
Kai'Sa,Malzahar,5,0
Malzahar,Poppy,5,0
Gwen,Thresh,5,0
Miss Fortune,Thresh,5,0
Pyke,Zoe,5,0
Aphelios,Kalista,5,0
Aphelios,Shyvana,5,0
Hwei,Renata Glasc,5,0
Aatrox,Kha'Zix,5,0
Fiora,Yunara,5,0
Akali,Fiora,5,0
Fiora,Jax,5,0
Jax,Vladimir,5,0
Annie,Xerath,5,0
Braum,Lillia,5,0
Leona,Lillia,5,0
Kled,Viktor,5,0
Mel,Shyvana,5,0
Malzahar,Miss Fortune,5,0
Gwen,Mordekaiser,5,0
Mordekaiser,Zaahen,5,0
Camille,Lissandra,5,0
Aphelios,Maokai,5,0
Braum,Zoe,5,0
Hwei,Zoe,5,0
K'Sante,Mordekaiser,5,0
Tahm Kench,Taliyah,5,0
Thresh,Yuumi,5,0
Lillia,Ornn,5,0
Lillia,Seraphine,5,0
Morgana,Renekton,5,0
Draven,Jax,5,0
Draven,Jhin,5,0
Draven,Pantheon,5,0
Draven,Pyke,5,0
Elise,Hwei,5,0
Elise,Rek'Sai,5,0
Elise,Kai'Sa,5,0
Lillia,Xin Zhao,5,0
Poppy,Zoe,5,0
Anivia,Draven,5,0
Draven,LeBlanc,5,0
Kennen,Sejuani,5,0
Draven,Zaahen,5,0
Thresh,Ziggs,5,0
Kalista,Ziggs,5,0
Fiora,Gwen,5,0
Lux,Thresh,5,0
Jinx,Kennen,5,0
Fiora,Taliyah,5,0
Senna,Soraka,4,4
Malzahar,Senna,4,4
Nocturne,Udyr,4,3
Amumu,Senna,4,3
Senna,Xerath,4,3
Fizz,Senna,4,2
Mordekaiser,Nocturne,4,1
Graves,Nocturne,4,1
Aphelios,Viego,4,0
Bard,Kassadin,4,0
Braum,Kassadin,4,0
Braum,Tahm Kench,4,0
Gnar,Kassadin,4,0
Gragas,Tahm Kench,4,0
Gragas,Viego,4,0
Jarvan IV,Kassadin,4,0
Jinx,Viego,4,0
Kai'Sa,Tahm Kench,4,0
Karma,Kassadin,4,0
Kassadin,Wukong,4,0
Kassadin,Zaahen,4,0
Lissandra,Rek'Sai,4,0
Malphite,Tahm Kench,4,0
Nami,Tahm Kench,4,0
Akali,Zac,4,0
Caitlyn,Zac,4,0
Camille,Cho'Gath,4,0
Malphite,Zac,4,0
Lux,Volibear,4,0
Aurora,Gangplank,4,0
Braum,Gangplank,4,0
Cho'Gath,Shyvana,4,0
Gangplank,Orianna,4,0
Gangplank,Ornn,4,0
Gangplank,Sivir,4,0
Gangplank,Xayah,4,0
Gangplank,Yorick,4,0
Ahri,Urgot,4,0
Gwen,Soraka,4,0
Lulu,Urgot,4,0
Nautilus,Urgot,4,0
Urgot,Yunara,4,0
Ahri,Hecarim,4,0
Ahri,Ivern,4,0
Alistar,Ivern,4,0
Alistar,Mordekaiser,4,0
Alistar,Veigar,4,0
Ambessa,Darius,4,0
Ambessa,Ivern,4,0
Anivia,Ivern,4,0
Ashe,Ivern,4,0
Ashe,Mordekaiser,4,0
Aurora,Ivern,4,0
Aurora,Veigar,4,0
Cho'Gath,Darius,4,0
Cho'Gath,Gragas,4,0
Cho'Gath,Veigar,4,0
Cho'Gath,Viego,4,0
Corki,Darius,4,0
Corki,Ivern,4,0
Darius,Galio,4,0
Darius,LeBlanc,4,0
Darius,Lee Sin,4,0
Darius,Lucian,4,0
Darius,Mel,4,0
Darius,Smolder,4,0
Darius,Vayne,4,0
Ezreal,Hecarim,4,0
Ezreal,Veigar,4,0
Gragas,Renata Glasc,4,0
Hecarim,Kai'Sa,4,0
Hecarim,Nami,4,0
Hecarim,Rakan,4,0
Hecarim,Ryze,4,0
Hecarim,Varus,4,0
Hecarim,Vayne,4,0
Hecarim,Vi,4,0
Hecarim,Wukong,4,0
Ivern,Kai'Sa,4,0
Ivern,Lucian,4,0
Ivern,Naafiri,4,0
Ivern,Nami,4,0
Ivern,Orianna,4,0
Ivern,Taliyah,4,0
Kai'Sa,Veigar,4,0
LeBlanc,Mordekaiser,4,0
Lissandra,Renata Glasc,4,0
Malphite,Mordekaiser,4,0
Malphite,Renata Glasc,4,0
Milio,Veigar,4,0
Mordekaiser,Veigar,4,0
Mordekaiser,Viego,4,0
Mordekaiser,Xayah,4,0
Nocturne,Veigar,4,0
Rakan,Veigar,4,0
Sion,Veigar,4,0
Taliyah,Viego,4,0
Vayne,Veigar,4,0
Veigar,Viego,4,0
Brand,Rek'Sai,4,0
Rek'Sai,Shyvana,4,0
Rek'Sai,Yasuo,4,0
Shyvana,Yasuo,4,0
Yasuo,Zyra,4,0
Lux,Rek'Sai,4,0
Mel,Nidalee,4,0
Nidalee,Olaf,4,0
Cassiopeia,Kled,4,0
Gnar,Kled,4,0
Kled,LeBlanc,4,0
Kled,Nami,4,0
Kled,Vi,4,0
Kled,Yone,4,0
Brand,Ornn,4,0
Ahri,Bel'Veth,4,0
Ahri,Kassadin,4,0
Azir,Vladimir,4,0
Bel'Veth,Nautilus,4,0
Fiora,Smolder,4,0
Fiora,Vayne,4,0
Fiora,Xayah,4,0
Hwei,Vladimir,4,0
Kassadin,Orianna,4,0
Kindred,Ornn,4,0
Kindred,Rakan,4,0
Kindred,Smolder,4,0
Sylas,Vladimir,4,0
Aphelios,Kennen,4,0
Aphelios,Kog'Maw,4,0
Irelia,Thresh,4,0
Kennen,Kog'Maw,4,0
Kennen,Yorick,4,0
Annie,Garen,4,0
Azir,Brand,4,0
Bard,Garen,4,0
Brand,Trundle,4,0
Garen,Jhin,4,0
Garen,Lucian,4,0
Garen,Orianna,4,0
Garen,Rakan,4,0
Garen,Renekton,4,0
Garen,Seraphine,4,0
Garen,Xin Zhao,4,0
Azir,Malzahar,4,0
Malzahar,Rakan,4,0
Malzahar,Rumble,4,0
Malzahar,Sylas,4,0
Malzahar,Twisted Fate,4,0
Malzahar,Xayah,4,0
Elise,Kog'Maw,4,0
Elise,Nidalee,4,0
Elise,Poppy,4,0
Elise,Yone,4,0
Nidalee,Yone,4,0
Nidalee,Zaahen,4,0
Sylas,Tahm Kench,4,0
Braum,Yuumi,4,0
Jinx,Zyra,4,0
Kalista,Yuumi,4,0
Kalista,Zyra,4,0
Aatrox,Brand,4,0
Brand,Sylas,4,0
Brand,Syndra,4,0
Brand,Tristana,4,0
Corki,Udyr,4,0
Gwen,Yasuo,4,0
Mel,Soraka,4,0
Nami,Udyr,4,0
Neeko,Udyr,4,0
Olaf,Soraka,4,0
Olaf,Yasuo,4,0
Orianna,Udyr,4,0
Smolder,Udyr,4,0
Soraka,Vayne,4,0
Udyr,Vi,4,0
Udyr,Yorick,4,0
Udyr,Yuumi,4,0
Yasuo,Yorick,4,0
Aatrox,Aurelion Sol,4,0
Aurelion Sol,Gnar,4,0
Aurelion Sol,Gwen,4,0
Aurelion Sol,Jayce,4,0
Aurelion Sol,Mel,4,0
Aurelion Sol,Olaf,4,0
Aurelion Sol,Renekton,4,0
Aurelion Sol,Rumble,4,0
Aurelion Sol,Seraphine,4,0
Aurelion Sol,Vi,4,0
Aurelion Sol,Yunara,4,0
Lucian,Zed,4,0
Milio,Zed,4,0
Nami,Zed,4,0
Vayne,Zed,4,0
Ahri,Graves,4,0
Ashe,Graves,4,0
Bard,Graves,4,0
Gragas,Volibear,4,0
Gragas,Ziggs,4,0
Graves,Jarvan IV,4,0
Graves,Lulu,4,0
Graves,Nami,4,0
Graves,Nautilus,4,0
Graves,Orianna,4,0
Graves,Pantheon,4,0
Graves,Rell,4,0
Lissandra,Ziggs,4,0
Malphite,Malzahar,4,0
Malzahar,Maokai,4,0
Malzahar,Tristana,4,0
Maokai,Volibear,4,0
Mel,Volibear,4,0
Smolder,Ziggs,4,0
Tristana,Volibear,4,0
Aurora,Vex,4,0
Bard,Vex,4,0
Kai'Sa,Vex,4,0
Karma,Vex,4,0
Kennen,Viego,4,0
Leona,Vex,4,0
Milio,Vex,4,0
Nami,Vex,4,0
Pantheon,Vex,4,0
Qiyana,Shen,4,0
Sion,Vex,4,0
Vex,Viktor,4,0
Vex,Wukong,4,0
Vex,Xin Zhao,4,0
Ambessa,Swain,4,0
Anivia,Kindred,4,0
Anivia,Swain,4,0
Bard,Swain,4,0
Hwei,Nasus,4,0
Hwei,Nidalee,4,0
Jarvan IV,Swain,4,0
Kindred,Rek'Sai,4,0
Kindred,Tristana,4,0
Leona,Nidalee,4,0
Nasus,Tristana,4,0
Nasus,Yone,4,0
Nasus,Zeri,4,0
Nidalee,Zeri,4,0
Rumble,Swain,4,0
Seraphine,Swain,4,0
Swain,Wukong,4,0
Ambessa,Aurelion Sol,4,0
Aurelion Sol,K'Sante,4,0
Aurelion Sol,Karma,4,0
Aurelion Sol,Ryze,4,0
Aurelion Sol,Syndra,4,0
Bel'Veth,Galio,4,0
Camille,Qiyana,4,0
Camille,Tahm Kench,4,0
Camille,Zyra,4,0
Ezreal,Karthus,4,0
Irelia,Tahm Kench,4,0
Kalista,Qiyana,4,0
Kalista,Tahm Kench,4,0
Karthus,Lucian,4,0
Karthus,Lulu,4,0
Karthus,Naafiri,4,0
Karthus,Nautilus,4,0
Karthus,Seraphine,4,0
Karthus,Sion,4,0
Kha'Zix,Qiyana,4,0
Kha'Zix,Smolder,4,0
Kha'Zix,Syndra,4,0
Kha'Zix,Yuumi,4,0
Leona,Tahm Kench,4,0
Pyke,Tahm Kench,4,0
Qiyana,Renata Glasc,4,0
Qiyana,Yorick,4,0
Rakan,Tahm Kench,4,0
Renata Glasc,Yuumi,4,0
Smolder,Zyra,4,0
Akali,Mordekaiser,4,0
Alistar,Zac,4,0
Amumu,Lucian,4,0
Amumu,Nami,4,0
Amumu,Sivir,4,0
Aurora,Taric,4,0
Azir,Cho'Gath,4,0
Bard,Taric,4,0
Bard,Zac,4,0
Ezreal,Zac,4,0
Gnar,Taric,4,0
Lulu,Taric,4,0
Mordekaiser,Sivir,4,0
Mordekaiser,Yuumi,4,0
Nautilus,Zac,4,0
Ornn,Zac,4,0
Pantheon,Taric,4,0
Pantheon,Zac,4,0
Sion,Taric,4,0
Sion,Zac,4,0
Sylas,Taric,4,0
Sylas,Zac,4,0
Taric,Wukong,4,0
Taric,Xin Zhao,4,0
Taric,Yunara,4,0
Amumu,K'Sante,4,0
Annie,Samira,4,0
Ashe,Samira,4,0
Caitlyn,Samira,4,0
Gnar,Samira,4,0
K'Sante,Samira,4,0
Naafiri,Samira,4,0
Nami,Samira,4,0
Samira,Seraphine,4,0
Samira,Vi,4,0
Samira,Viktor,4,0
Samira,Yunara,4,0
Cassiopeia,Zed,4,0
Cho'Gath,Jayce,4,0
Cho'Gath,Zed,4,0
Gragas,Zed,4,0
Xayah,Zed,4,0
Ahri,Lillia,4,0
Ashe,Lillia,4,0
Ashe,Morgana,4,0
Aurora,Lillia,4,0
Aurora,Morgana,4,0
Brand,Gragas,4,0
Corki,Kayn,4,0
Darius,K'Sante,4,0
Darius,Zaahen,4,0
Dr. Mundo,Lillia,4,0
Dr. Mundo,Morgana,4,0
K'Sante,Morgana,4,0
Kai'Sa,Morgana,4,0
Karma,Morgana,4,0
Kayn,Malphite,4,0
Kayn,Naafiri,4,0
Kayn,Rell,4,0
Kayn,Varus,4,0
LeBlanc,Lillia,4,0
Lillia,Rell,4,0
Lillia,Zaahen,4,0
Malphite,Morgana,4,0
Morgana,Nocturne,4,0
Morgana,Rell,4,0
Morgana,Yunara,4,0
Blitzcrank,Kog'Maw,4,0
Elise,Ornn,4,0
Elise,Smolder,4,0
Elise,Syndra,4,0
Annie,Ivern,4,0
Aphelios,Blitzcrank,4,0
Draven,Sejuani,4,0
Draven,Viego,4,0
Ivern,Jayce,4,0
Ivern,Rell,4,0
Ivern,Sivir,4,0
Kled,Naafiri,4,0
Ambessa,Quinn,4,0
Azir,Tahm Kench,4,0
Azir,Zed,4,0
Bard,Quinn,4,0
Garen,Jarvan IV,4,0
Garen,Syndra,4,0
Jarvan IV,Quinn,4,0
Jhin,Quinn,4,0
Karma,Quinn,4,0
Nidalee,Sylas,4,0
Pyke,Soraka,4,0
Quinn,Sion,4,0
Blitzcrank,Kalista,4,0
Blitzcrank,Renata Glasc,4,0
Kha'Zix,Shen,4,0
Akali,Xerath,4,0
Alistar,Xerath,4,0
Cho'Gath,Xerath,4,0
Hwei,Xerath,4,0
Soraka,Zaahen,4,0
Akali,Darius,4,0
Amumu,Viego,4,0
Cho'Gath,Dr. Mundo,4,0
Cho'Gath,Jinx,4,0
Darius,Neeko,4,0
Darius,Syndra,4,0
Dr. Mundo,Mordekaiser,4,0
Dr. Mundo,Thresh,4,0
Ahri,Illaoi,4,0
Ambessa,Illaoi,4,0
Aurora,Illaoi,4,0
Braum,Illaoi,4,0
Caitlyn,Illaoi,4,0
Corki,Illaoi,4,0
Illaoi,Karma,4,0
Illaoi,Lucian,4,0
Illaoi,Milio,4,0
Illaoi,Naafiri,4,0
Illaoi,Seraphine,4,0
Illaoi,Sivir,4,0
Illaoi,Viktor,4,0
Illaoi,Xin Zhao,4,0
Illaoi,Ziggs,4,0
Irelia,Lux,4,0
Jax,Zyra,4,0
Kog'Maw,Zyra,4,0
Lux,Tristana,4,0
Poppy,Zyra,4,0
Shen,Zyra,4,0
Alistar,Vladimir,4,0
Kai'Sa,Vladimir,4,0
Vi,Vladimir,4,0
Hecarim,K'Sante,4,0
Smolder,Swain,4,0
Amumu,Gwen,4,0
Amumu,Poppy,4,0
Amumu,Skarner,4,0
Cassiopeia,Darius,4,0
Darius,Shen,4,0
Dr. Mundo,Kennen,4,0
Kennen,Sylas,4,0
Alistar,Fizz,4,0
Ashe,Fizz,4,0
Aurora,Fizz,4,0
Corki,Fizz,4,0
Ezreal,Fizz,4,0
Fizz,Jarvan IV,4,0
Fizz,Karma,4,0
Fizz,Lee Sin,4,0
